Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2017,California,Malibu,Temperature,11-20,1.97
2017,California,Malibu,Wind,31-40,2.15
2017,California,Malibu,Humidity,Storm,3.98
2017,California,Malibu,Temperature,Breeze,4.51
2017,California,Malibu,Wind,High,4.98
2017,California,Malibu,Humidity,Low,6.31
2021,Maryland,San Francisco,Temperature,11-20,4.56
2021,Maryland,San Francisco,Wind,31-40,8.48
2021,Maryland,San Francisco,Humidity,Storm,8.43
2021,Maryland,San Francisco,Temperature,Breeze,4.2
2021,Maryland,San Francisco,Wind,High,12.4
2021,Maryland,San Francisco,Humidity,Low,12.04
2017,California,Columbia,Temperature,11-20,14.62
2017,California,Columbia,Wind,31-40,14.95
2017,California,Columbia,Humidity,Storm,16.87
2017,California,Columbia,Temperature,Breeze,17.59
2017,California,Columbia,Wind,High,21.66
2017,California,Columbia,Humidity,Low,23.26
2021,Maryland,Baltimore,Temperature,11-20,24.1
2021,Maryland,Baltimore,Wind,31-40,24.98
2021,Maryland,Baltimore,Humidity,Storm,26.52
2021,Maryland,Baltimore,Temperature,Breeze,27.01
2021,Maryland,Baltimore,Wind,High,27.99
2021,Maryland,Baltimore,Humidity,Low,0.23
