Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2021,Dairy,Butter,257.24
Export,2021,Cereals,Cheese,393.9
Export,2021,Beverage,Rice,397.7
Export,2021,Dairy,Corn,782.64
Export,2021,Cereals,Seeds,920.42
Export,2021,Beverage,Coffee,665.75
Export,2021,Dairy,Juice,538.76
Export,2021,Cereals,Soda,931.81
Export,2021,Beverage,Butter,424.38
Export,2018,Dairy,Butter,552.52
Export,2018,Cereals,Cheese,298.31
Export,2018,Beverage,Rice,554.13
Export,2018,Dairy,Corn,684.97
Export,2018,Cereals,Seeds,303.15
Export,2018,Beverage,Coffee,49.06
Export,2018,Dairy,Juice,313.51
Export,2018,Cereals,Soda,64.82
Export,2018,Beverage,Butter,320.75
Export,2019,Dairy,Butter,707.94
Export,2019,Cereals,Cheese,708.43
Export,2019,Beverage,Rice,710.81
Export,2019,Dairy,Corn,590.03
Export,2019,Cereals,Seeds,206.73
Export,2019,Beverage,Coffee,208.45
Export,2019,Dairy,Juice,352.11
Export,2019,Cereals,Soda,736.67
Export,2019,Beverage,Butter,485.6
Export,2021,Dairy,Butter,102.88
Export,2021,Cereals,Cheese,357.76
Export,2021,Beverage,Rice,357.68
Export,2021,Dairy,Corn,231.43
Export,2021,Cereals,Seeds,759.45
Export,2021,Beverage,Coffee,630.18
Export,2021,Dairy,Juice,630.41
Export,2021,Cereals,Soda,890.27
Export,2021,Beverage,Butter,255.52
