Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2021,Q1,Cereals,Rice,260.86
Export,2021,Q1,Beverage,Seeds,645.26
Export,2021,Q1,Meat,Soybeans,265.12
Export,2021,Q1,Cereals,Coffee,526.48
Export,2021,Q1,Beverage,Juice,639.5
Export,2021,Q1,Meat,Pork,19.23
Export,2021,Q1,Cereals,Beef,663.97
Export,2021,Q1,Beverage,Camel,927.41
Export,2021,Q1,Meat,Rice,416.52
Export,2020,Q1,Cereals,Rice,420.2
Export,2020,Q1,Beverage,Seeds,425.52
Export,2020,Q1,Meat,Soybeans,682.79
Export,2020,Q1,Cereals,Coffee,940.38
Export,2020,Q1,Beverage,Juice,46.13
Export,2020,Q1,Meat,Pork,48.68
Export,2020,Q1,Cereals,Beef,564.13
Export,2020,Q1,Beverage,Camel,314.5
Export,2020,Q1,Meat,Rice,955.17
Export,2019,Q1,Cereals,Rice,955.91
Export,2019,Q1,Beverage,Seeds,700.83
Export,2019,Q1,Meat,Soybeans,458.18
Export,2019,Q1,Cereals,Coffee,716.18
Export,2019,Q1,Beverage,Juice,205.99
Export,2019,Q1,Meat,Pork,79.46
Export,2019,Q1,Cereals,Beef,80.11
Export,2019,Q1,Beverage,Camel,337.7
Export,2019,Q1,Meat,Rice,469.56
Export,2021,Q1,Cereals,Rice,218.67
Export,2021,Q1,Beverage,Seeds,349.49
Export,2021,Q1,Meat,Soybeans,350.16
Export,2021,Q1,Cereals,Coffee,479.82
Export,2021,Q1,Beverage,Juice,98.5
Export,2021,Q1,Meat,Pork,867.87
Export,2021,Q1,Cereals,Beef,98.06
Export,2021,Q1,Beverage,Camel,747.15
Export,2021,Q1,Meat,Rice,363.14
Export,2020,Q1,Cereals,Rice,107.69
Export,2020,Q1,Beverage,Seeds,875.37
Export,2020,Q1,Meat,Soybeans,752.12
Export,2020,Q1,Cereals,Coffee,369.62
Export,2020,Q1,Beverage,Juice,499.39
Export,2020,Q1,Meat,Pork,629.64
Export,2020,Q1,Cereals,Beef,760.86
Export,2020,Q1,Beverage,Camel,126.75
Export,2020,Q1,Meat,Rice,255.71
