Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Concert,Q4,December,Nevada,Boulder City,0.68
Culture,Concert,Q1,October,Nevada,Boulder City,2.85
Culture,Concert,Q4,March,Nevada,Boulder City,8.76
Culture,Concert,Q1,February,Nevada,Boulder City,8.87
Culture,Concert,Q4,January,Nevada,Boulder City,12.49
Culture,Concert,Q1,December,Nevada,Boulder City,19.26
Service,Museum,Q4,December,Nevada,Boulder City,25.9
Service,Museum,Q1,October,Nevada,Boulder City,36.42
Service,Museum,Q4,March,Nevada,Boulder City,37.96
Service,Museum,Q1,February,Nevada,Boulder City,38.98
Service,Museum,Q4,January,Nevada,Boulder City,39.67
Service,Museum,Q1,December,Nevada,Boulder City,40.81
Residential,Hospital,Q4,December,Nevada,Boulder City,41.26
Residential,Hospital,Q1,October,Nevada,Boulder City,42.95
Residential,Hospital,Q4,March,Nevada,Boulder City,43.72
Residential,Hospital,Q1,February,Nevada,Boulder City,39.15
Residential,Hospital,Q4,January,Nevada,Boulder City,42.94
Residential,Hospital,Q1,December,Nevada,Boulder City,46.59
Culture,Library,Q4,December,Nevada,Boulder City,47.46
Culture,Library,Q1,October,Nevada,Boulder City,48.89
Culture,Library,Q4,March,Nevada,Boulder City,48.3
Culture,Library,Q1,February,Nevada,Boulder City,47.62
Culture,Library,Q4,January,Nevada,Boulder City,52.72
Culture,Library,Q1,December,Nevada,Boulder City,53.29
Service,Administration,Q4,December,Nevada,Boulder City,55.28
Service,Administration,Q1,October,Nevada,Boulder City,62.27
Service,Administration,Q4,March,Nevada,Boulder City,63.4
Service,Administration,Q1,February,Nevada,Boulder City,64.47
Service,Administration,Q4,January,Nevada,Boulder City,63.92
Service,Administration,Q1,December,Nevada,Boulder City,66.24
Residential,House,Q4,December,Nevada,Boulder City,62.87
Residential,House,Q1,October,Nevada,Boulder City,64.96
Residential,House,Q4,March,Nevada,Boulder City,70.17
Residential,House,Q1,February,Nevada,Boulder City,70.61
Residential,House,Q4,January,Nevada,Boulder City,74.34
Residential,House,Q1,December,Nevada,Boulder City,76.91
Culture,Apartment,Q4,December,Nevada,Boulder City,79.29
Culture,Apartment,Q1,October,Nevada,Boulder City,82.56
Culture,Apartment,Q4,March,Nevada,Boulder City,83.01
Culture,Apartment,Q1,February,Nevada,Boulder City,82.88
Culture,Apartment,Q4,January,Nevada,Boulder City,84.11
Culture,Apartment,Q1,December,Nevada,Boulder City,87.57
