Degree,Gender,Nationality,Year,Language,Value
Degree,Gender,Nationality,Year,Language,Value
BSc,Female,Non-Qatari,2021/2022,Spanish,416.69
BSc,Female,Non-Qatari,2022/2023,German,454.02
BSc,Female,Non-Qatari,2020/2021,Spanish,198.89
BSc,Female,Non-Qatari,2016/2017,German,267.14
BSc,Female,Non-Qatari,2017/2018,Spanish,173.21
BSc,Female,Non-Qatari,2021/2022,Spanish,334.64
BSc,Female,Non-Qatari,2022/2023,German,79.31
BSc,Female,Non-Qatari,2020/2021,Spanish,432.66
BSc,Female,Non-Qatari,2016/2017,German,301.54
BSc,Female,Non-Qatari,2017/2018,Spanish,370.32
BSc,Female,Non-Qatari,2021/2022,Spanish,180.03
BSc,Female,Non-Qatari,2022/2023,German,54.98
BSc,Female,Non-Qatari,2020/2021,Spanish,472.63
BSc,Female,Non-Qatari,2016/2017,German,313.27
BSc,Female,Non-Qatari,2017/2018,Spanish,477.98
