Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Library,Q1,January,6.99
Service,Library,Q3,February,7.84
Service,Library,Q4,July,11.65
Service,Library,Q1,September,13.84
Service,Library,Q3,October,14.59
Service,Library,Q4,November,15.1
Service,Library,Q1,December,16.49
Service,Library,Q3,January,17.86
Service,Library,Q4,February,16.69
Residential,School,Q1,January,20.6
Residential,School,Q3,February,23.45
Residential,School,Q4,July,24.37
Residential,School,Q1,September,25.22
Residential,School,Q3,October,32.2
Residential,School,Q4,November,32.45
Residential,School,Q1,December,34.65
Residential,School,Q3,January,35.16
Residential,School,Q4,February,36.94
Service,Administration,Q1,January,35.0
Service,Administration,Q3,February,35.8
Service,Administration,Q4,July,39.78
Service,Administration,Q1,September,39.06
Service,Administration,Q3,October,42.14
Service,Administration,Q4,November,43.77
Service,Administration,Q1,December,46.29
Service,Administration,Q3,January,48.44
Service,Administration,Q4,February,49.5
Residential,House,Q1,January,48.81
Residential,House,Q3,February,51.0
Residential,House,Q4,July,52.06
Residential,House,Q1,September,52.63
Residential,House,Q3,October,54.94
Residential,House,Q4,November,58.08
Residential,House,Q1,December,61.11
Residential,House,Q3,January,65.42
Residential,House,Q4,February,66.83
Service,Hotel,Q1,January,69.37
Service,Hotel,Q3,February,70.81
Service,Hotel,Q4,July,70.96
Service,Hotel,Q1,September,69.0
Service,Hotel,Q3,October,75.39
Service,Hotel,Q4,November,76.16
Service,Hotel,Q1,December,77.51
Service,Hotel,Q3,January,79.24
Service,Hotel,Q4,February,79.17
Residential,Apartment,Q1,January,81.48
Residential,Apartment,Q3,February,79.94
Residential,Apartment,Q4,July,80.73
Residential,Apartment,Q1,September,85.97
Residential,Apartment,Q3,October,89.02
Residential,Apartment,Q4,November,89.51
Residential,Apartment,Q1,December,89.66
Residential,Apartment,Q3,January,96.98
Residential,Apartment,Q4,February,97.68
