Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q4,December,1.48
Residential,Hotel,Q1,November,3.14
Residential,Hotel,Q3,October,4.67
Residential,Hotel,Q4,January,3.43
Residential,Hotel,Q1,February,5.34
Residential,Hotel,Q3,March,7.86
Residential,Hotel,Q4,September,7.69
Residential,Hotel,Q1,August,8.35
Residential,Hotel,Q3,July,10.83
Culture,House,Q4,December,11.95
Culture,House,Q1,November,12.64
Culture,House,Q3,October,13.92
Culture,House,Q4,January,14.07
Culture,House,Q1,February,9.4
Culture,House,Q3,March,14.85
Culture,House,Q4,September,17.02
Culture,House,Q1,August,19.9
Culture,House,Q3,July,22.62
Service,Apartment,Q4,December,23.82
Service,Apartment,Q1,November,23.26
Service,Apartment,Q3,October,25.59
Service,Apartment,Q4,January,24.35
Service,Apartment,Q1,February,23.1
Service,Apartment,Q3,March,25.92
Service,Apartment,Q4,September,29.12
Service,Apartment,Q1,August,30.67
Service,Apartment,Q3,July,31.83
Residential,Theatre,Q4,December,32.7
Residential,Theatre,Q1,November,33.7
Residential,Theatre,Q3,October,33.11
Residential,Theatre,Q4,January,32.31
Residential,Theatre,Q1,February,36.75
Residential,Theatre,Q3,March,43.47
Residential,Theatre,Q4,September,44.69
Residential,Theatre,Q1,August,47.47
Residential,Theatre,Q3,July,49.93
Culture,Museum,Q4,December,49.6
Culture,Museum,Q1,November,54.94
Culture,Museum,Q3,October,56.85
Culture,Museum,Q4,January,57.86
Culture,Museum,Q1,February,58.28
Culture,Museum,Q3,March,59.08
Culture,Museum,Q4,September,61.7
Culture,Museum,Q1,August,62.59
Culture,Museum,Q3,July,63.56
Service,School,Q4,December,64.98
Service,School,Q1,November,64.62
Service,School,Q3,October,63.5
Service,School,Q4,January,67.72
Service,School,Q1,February,66.4
Service,School,Q3,March,69.24
Service,School,Q4,September,70.65
Service,School,Q1,August,64.12
Service,School,Q3,July,72.39
Residential,Library,Q4,December,73.14
Residential,Library,Q1,November,74.31
Residential,Library,Q3,October,75.08
Residential,Library,Q4,January,75.23
Residential,Library,Q1,February,77.22
Residential,Library,Q3,March,77.05
Residential,Library,Q4,September,79.88
Residential,Library,Q1,August,76.58
Residential,Library,Q3,July,78.22
Culture,Administration,Q4,December,82.26
Culture,Administration,Q1,November,81.87
Culture,Administration,Q3,October,84.27
Culture,Administration,Q4,January,85.69
Culture,Administration,Q1,February,88.44
Culture,Administration,Q3,March,94.5
Culture,Administration,Q4,September,95.28
Culture,Administration,Q1,August,98.65
Culture,Administration,Q3,July,99.18
