State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Oregon,Redmond,Soil,Inorganic Fertilizers,4.92
Oregon,Redmond,Water,Inferior Irrigation,6.3
Oregon,Redmond,Air,Chemical,7.06
Oregon,Redmond,Soil,Groundwater,6.46
Oregon,Redmond,Water,Surface water,9.51
Oregon,Redmond,Air,Oxygen-depletion,8.65
Oregon,Redmond,Soil,Light,14.64
Oregon,Redmond,Water,Thermal,16.21
Oregon,Redmond,Air,Noise,18.76
Oregon,Redmond,Soil,Inorganic Fertilizers,20.81
Oregon,Redmond,Water,Inferior Irrigation,21.45
Oregon,Redmond,Air,Chemical,21.88
California,Salem,Soil,Inorganic Fertilizers,22.94
California,Salem,Water,Inferior Irrigation,38.84
California,Salem,Air,Chemical,40.8
California,Salem,Soil,Groundwater,46.82
California,Salem,Water,Surface water,46.9
California,Salem,Air,Oxygen-depletion,48.19
California,Salem,Soil,Light,49.74
California,Salem,Water,Thermal,48.35
California,Salem,Air,Noise,51.67
California,Salem,Soil,Inorganic Fertilizers,52.62
California,Salem,Water,Inferior Irrigation,53.93
California,Salem,Air,Chemical,50.36
Illinois,San Francisco,Soil,Inorganic Fertilizers,55.32
Illinois,San Francisco,Water,Inferior Irrigation,58.33
Illinois,San Francisco,Air,Chemical,58.77
Illinois,San Francisco,Soil,Groundwater,62.33
Illinois,San Francisco,Water,Surface water,63.04
Illinois,San Francisco,Air,Oxygen-depletion,62.79
Illinois,San Francisco,Soil,Light,71.63
Illinois,San Francisco,Water,Thermal,71.57
Illinois,San Francisco,Air,Noise,73.08
Illinois,San Francisco,Soil,Inorganic Fertilizers,74.16
Illinois,San Francisco,Water,Inferior Irrigation,72.19
Illinois,San Francisco,Air,Chemical,78.94
Oregon,Los-Angeles,Soil,Inorganic Fertilizers,81.44
Oregon,Los-Angeles,Water,Inferior Irrigation,86.53
Oregon,Los-Angeles,Air,Chemical,86.8
Oregon,Los-Angeles,Soil,Groundwater,88.64
Oregon,Los-Angeles,Water,Surface water,93.13
Oregon,Los-Angeles,Air,Oxygen-depletion,94.53
Oregon,Los-Angeles,Soil,Light,96.08
Oregon,Los-Angeles,Water,Thermal,97.08
Oregon,Los-Angeles,Air,Noise,97.73
Oregon,Los-Angeles,Soil,Inorganic Fertilizers,99.24
Oregon,Los-Angeles,Water,Inferior Irrigation,-7.62
Oregon,Los-Angeles,Air,Chemical,0.29
California,Champaign,Soil,Inorganic Fertilizers,-88.45
California,Champaign,Water,Inferior Irrigation,-86.3
California,Champaign,Air,Chemical,-86.98
California,Champaign,Soil,Groundwater,-81.95
California,Champaign,Water,Surface water,-79.14
California,Champaign,Air,Oxygen-depletion,-76.59
California,Champaign,Soil,Light,-73.82
California,Champaign,Water,Thermal,-70.44
California,Champaign,Air,Noise,-69.2
California,Champaign,Soil,Inorganic Fertilizers,-58.8
California,Champaign,Water,Inferior Irrigation,-54.51
California,Champaign,Air,Chemical,-53.23
Illinois,Springfield,Soil,Inorganic Fertilizers,-50.31
Illinois,Springfield,Water,Inferior Irrigation,-49.62
Illinois,Springfield,Air,Chemical,-48.01
Illinois,Springfield,Soil,Groundwater,-46.8
Illinois,Springfield,Water,Surface water,-46.09
Illinois,Springfield,Air,Oxygen-depletion,-44.95
Illinois,Springfield,Soil,Light,-43.83
Illinois,Springfield,Water,Thermal,-43.42
Illinois,Springfield,Air,Noise,-44.28
Illinois,Springfield,Soil,Inorganic Fertilizers,-40.77
Illinois,Springfield,Water,Inferior Irrigation,-40.11
Illinois,Springfield,Air,Chemical,-38.11
Oregon,Chicago,Soil,Inorganic Fertilizers,-35.83
Oregon,Chicago,Water,Inferior Irrigation,-32.78
Oregon,Chicago,Air,Chemical,-31.61
Oregon,Chicago,Soil,Groundwater,-31.62
Oregon,Chicago,Water,Surface water,-27.32
Oregon,Chicago,Air,Oxygen-depletion,-26.4
Oregon,Chicago,Soil,Light,-21.6
Oregon,Chicago,Water,Thermal,-18.91
Oregon,Chicago,Air,Noise,-18.72
Oregon,Chicago,Soil,Inorganic Fertilizers,-15.22
Oregon,Chicago,Water,Inferior Irrigation,-15.99
Oregon,Chicago,Air,Chemical,-7.04
