Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2021,Q1,Beverage,Juice,12.79
Import,2021,Q1,Cereals,Tea,788.2
Import,2021,Q1,Meat,Soda,663.26
Import,2021,Q1,Beverage,Corn,796.08
Import,2021,Q1,Cereals,Seeds,796.21
Import,2021,Q1,Meat,Oats,156.22
Import,2021,Q1,Beverage,Duck,668.46
Import,2021,Q1,Cereals,Beef,542.73
Import,2021,Q1,Meat,Pork,803.19
Import,2015,Q1,Beverage,Juice,36.36
Import,2015,Q1,Cereals,Tea,548.05
Import,2015,Q1,Meat,Soda,936.56
Import,2015,Q1,Beverage,Corn,810.52
Import,2015,Q1,Cereals,Seeds,683.13
Import,2015,Q1,Meat,Oats,43.95
Import,2015,Q1,Beverage,Duck,173.38
Import,2015,Q1,Cereals,Beef,304.96
Import,2015,Q1,Meat,Pork,562.37
Import,2021,Q1,Beverage,Juice,564.38
Import,2021,Q1,Cereals,Tea,310.82
Import,2021,Q1,Meat,Soda,721.74
Import,2021,Q1,Beverage,Corn,721.04
Import,2021,Q1,Cereals,Seeds,724.11
Import,2021,Q1,Meat,Oats,342.35
Import,2021,Q1,Beverage,Duck,983.95
Import,2021,Q1,Cereals,Beef,219.66
Import,2021,Q1,Meat,Pork,995.43
Import,2015,Q1,Beverage,Juice,868.88
Import,2015,Q1,Cereals,Tea,106.73
Import,2015,Q1,Meat,Soda,750.27
Import,2015,Q1,Beverage,Corn,112.84
Import,2015,Q1,Cereals,Seeds,626.58
Import,2015,Q1,Meat,Oats,243.52
Import,2015,Q1,Beverage,Duck,761.14
Import,2015,Q1,Cereals,Beef,252.44
Import,2015,Q1,Meat,Pork,510.42
