Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q1,February,8.87
Production,Factory,Q4,January,14.43
Production,Factory,Q1,March,16.75
Production,Factory,Q4,October,18.86
Production,Factory,Q1,November,19.83
Production,Factory,Q4,February,21.5
Service,Workshop,Q1,February,22.72
Service,Workshop,Q4,January,23.06
Service,Workshop,Q1,March,26.69
Service,Workshop,Q4,October,27.51
Service,Workshop,Q1,November,28.32
Service,Workshop,Q4,February,31.19
Culture,Administration,Q1,February,33.37
Culture,Administration,Q4,January,40.66
Culture,Administration,Q1,March,41.26
Culture,Administration,Q4,October,42.39
Culture,Administration,Q1,November,41.56
Culture,Administration,Q4,February,44.2
Production,School,Q1,February,45.34
Production,School,Q4,January,45.31
Production,School,Q1,March,49.96
Production,School,Q4,October,50.16
Production,School,Q1,November,51.76
Production,School,Q4,February,53.15
Service,Theatre,Q1,February,61.75
Service,Theatre,Q4,January,62.2
Service,Theatre,Q1,March,61.42
Service,Theatre,Q4,October,68.37
Service,Theatre,Q1,November,77.31
Service,Theatre,Q4,February,79.34
Culture,Concert,Q1,February,80.8
Culture,Concert,Q4,January,84.56
Culture,Concert,Q1,March,87.79
Culture,Concert,Q4,October,89.28
Culture,Concert,Q1,November,91.82
Culture,Concert,Q4,February,94.62
Production,Museum,Q1,February,94.53
Production,Museum,Q4,January,96.63
Production,Museum,Q1,March,97.21
Production,Museum,Q4,October,98.44
Production,Museum,Q1,November,98.0
Production,Museum,Q4,February,98.63
