State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Massachusetts,Lenox,Water,Oxygen-depletion,18.41
Massachusetts,Lenox,Soil,Chemical,21.92
Massachusetts,Lenox,Air,Solid Waste,22.17
Massachusetts,Lenox,Water,Inorganic Fertilizers,24.08
Massachusetts,Lenox,Soil,Industrial,28.6
Massachusetts,Lenox,Air,Urban Activities,30.74
Massachusetts,Lenox,Water,Light,31.14
Massachusetts,Lenox,Soil,Noise,35.52
Massachusetts,Lenox,Air,Thermal,45.99
Massachusetts,Lenox,Water,Oxygen-depletion,47.54
Massachusetts,Lenox,Soil,Chemical,48.94
Massachusetts,Lenox,Air,Solid Waste,47.2
Minnesota,Boston,Water,Oxygen-depletion,54.09
Minnesota,Boston,Soil,Chemical,55.68
Minnesota,Boston,Air,Solid Waste,57.57
Minnesota,Boston,Water,Inorganic Fertilizers,58.05
Minnesota,Boston,Soil,Industrial,58.36
Minnesota,Boston,Air,Urban Activities,63.66
Minnesota,Boston,Water,Light,64.15
Minnesota,Boston,Soil,Noise,66.74
Minnesota,Boston,Air,Thermal,67.26
Minnesota,Boston,Water,Oxygen-depletion,70.13
Minnesota,Boston,Soil,Chemical,73.67
Minnesota,Boston,Air,Solid Waste,79.39
Maryland,Cambridge,Water,Oxygen-depletion,79.09
Maryland,Cambridge,Soil,Chemical,81.17
Maryland,Cambridge,Air,Solid Waste,82.13
Maryland,Cambridge,Water,Inorganic Fertilizers,83.04
Maryland,Cambridge,Soil,Industrial,80.66
Maryland,Cambridge,Air,Urban Activities,80.08
Maryland,Cambridge,Water,Light,86.75
Maryland,Cambridge,Soil,Noise,85.28
Maryland,Cambridge,Air,Thermal,86.79
Maryland,Cambridge,Water,Oxygen-depletion,87.24
Maryland,Cambridge,Soil,Chemical,86.83
Maryland,Cambridge,Air,Solid Waste,83.8
Massachusetts,Rochester,Water,Oxygen-depletion,90.08
Massachusetts,Rochester,Soil,Chemical,91.13
Massachusetts,Rochester,Air,Solid Waste,93.62
Massachusetts,Rochester,Water,Inorganic Fertilizers,93.81
Massachusetts,Rochester,Soil,Industrial,96.21
Massachusetts,Rochester,Air,Urban Activities,97.31
Massachusetts,Rochester,Water,Light,-99.54
Massachusetts,Rochester,Soil,Noise,-95.04
Massachusetts,Rochester,Air,Thermal,-94.23
Massachusetts,Rochester,Water,Oxygen-depletion,-93.95
Massachusetts,Rochester,Soil,Chemical,-95.46
Massachusetts,Rochester,Air,Solid Waste,-91.48
Minnesota,Hastings,Water,Oxygen-depletion,-87.38
Minnesota,Hastings,Soil,Chemical,-86.29
Minnesota,Hastings,Air,Solid Waste,-84.13
Minnesota,Hastings,Water,Inorganic Fertilizers,-83.42
Minnesota,Hastings,Soil,Industrial,-83.59
Minnesota,Hastings,Air,Urban Activities,-80.78
Minnesota,Hastings,Water,Light,-79.05
Minnesota,Hastings,Soil,Noise,-78.28
Minnesota,Hastings,Air,Thermal,-75.99
Minnesota,Hastings,Water,Oxygen-depletion,-75.05
Minnesota,Hastings,Soil,Chemical,-73.78
Minnesota,Hastings,Air,Solid Waste,-72.54
Maryland,Baltimore,Water,Oxygen-depletion,-66.4
Maryland,Baltimore,Soil,Chemical,-65.46
Maryland,Baltimore,Air,Solid Waste,-55.24
Maryland,Baltimore,Water,Inorganic Fertilizers,-55.75
Maryland,Baltimore,Soil,Industrial,-53.98
Maryland,Baltimore,Air,Urban Activities,-49.7
Maryland,Baltimore,Water,Light,-49.4
Maryland,Baltimore,Soil,Noise,-49.96
Maryland,Baltimore,Air,Thermal,-48.95
Maryland,Baltimore,Water,Oxygen-depletion,-37.1
Maryland,Baltimore,Soil,Chemical,-36.93
Maryland,Baltimore,Air,Solid Waste,-32.78
Massachusetts,Columbia,Water,Oxygen-depletion,-32.68
Massachusetts,Columbia,Soil,Chemical,-27.62
Massachusetts,Columbia,Air,Solid Waste,-26.45
Massachusetts,Columbia,Water,Inorganic Fertilizers,-22.48
Massachusetts,Columbia,Soil,Industrial,-17.13
Massachusetts,Columbia,Air,Urban Activities,-15.55
Massachusetts,Columbia,Water,Light,-13.39
Massachusetts,Columbia,Soil,Noise,-12.64
Massachusetts,Columbia,Air,Thermal,-11.5
Massachusetts,Columbia,Water,Oxygen-depletion,-8.88
Massachusetts,Columbia,Soil,Chemical,-4.12
Massachusetts,Columbia,Air,Solid Waste,-2.45
