Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Female,2018,Q2,Fire,Slight,34.8
Female,2018,Q2,Drowning,Serious,76.65
Female,2016,Q4,Fire,Slight,28.23
Female,2016,Q4,Drowning,Serious,60.27
Female,2020,Q2,Fire,Slight,18.21
Female,2020,Q2,Drowning,Serious,19.33
Female,2018,Q4,Fire,Slight,52.11
Female,2018,Q4,Drowning,Serious,51.51
Female,2016,Q2,Fire,Slight,53.19
Female,2016,Q2,Drowning,Serious,88.57
Female,2020,Q4,Fire,Slight,92.37
Female,2020,Q4,Drowning,Serious,31.41
