Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Hospital,Q3,August,Michigan,Port Huron,1.68
Service,Hospital,Q2,July,Massachusetts,Detroit,1.62
Service,Hospital,Q1,June,Michigan,Cambridge,4.76
Service,Hospital,Q3,May,Massachusetts,Lenox,15.16
Service,Hospital,Q2,March,Michigan,Port Huron,21.77
Service,Hospital,Q1,January,Massachusetts,Detroit,23.73
Residential,Administration,Q3,August,Michigan,Port Huron,27.52
Residential,Administration,Q2,July,Massachusetts,Detroit,28.24
Residential,Administration,Q1,June,Michigan,Cambridge,33.13
Residential,Administration,Q3,May,Massachusetts,Lenox,34.04
Residential,Administration,Q2,March,Michigan,Port Huron,44.44
Residential,Administration,Q1,January,Massachusetts,Detroit,44.83
Production,House,Q3,August,Michigan,Port Huron,47.39
Production,House,Q2,July,Massachusetts,Detroit,49.09
Production,House,Q1,June,Michigan,Cambridge,50.61
Production,House,Q3,May,Massachusetts,Lenox,52.92
Production,House,Q2,March,Michigan,Port Huron,66.12
Production,House,Q1,January,Massachusetts,Detroit,67.86
Service,Hotel,Q3,August,Michigan,Port Huron,69.12
Service,Hotel,Q2,July,Massachusetts,Detroit,72.93
Service,Hotel,Q1,June,Michigan,Cambridge,74.2
Service,Hotel,Q3,May,Massachusetts,Lenox,75.0
Service,Hotel,Q2,March,Michigan,Port Huron,74.43
Service,Hotel,Q1,January,Massachusetts,Detroit,80.98
Residential,Workshop,Q3,August,Michigan,Port Huron,82.07
Residential,Workshop,Q2,July,Massachusetts,Detroit,83.57
Residential,Workshop,Q1,June,Michigan,Cambridge,84.66
Residential,Workshop,Q3,May,Massachusetts,Lenox,85.83
Residential,Workshop,Q2,March,Michigan,Port Huron,86.46
Residential,Workshop,Q1,January,Massachusetts,Detroit,84.44
Production,Factory,Q3,August,Michigan,Port Huron,91.08
Production,Factory,Q2,July,Massachusetts,Detroit,92.22
Production,Factory,Q1,June,Michigan,Cambridge,92.12
Production,Factory,Q3,May,Massachusetts,Lenox,91.2
Production,Factory,Q2,March,Michigan,Port Huron,94.38
Production,Factory,Q1,January,Massachusetts,Detroit,98.5
