Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q3,July,Maryland,Columbia,0.89
Production,Workshop,Q1,August,Maryland,Columbia,1.69
Production,Workshop,Q3,March,Maryland,Columbia,3.75
Production,Workshop,Q1,February,Maryland,Columbia,4.13
Production,Workshop,Q3,January,Maryland,Columbia,5.25
Production,Workshop,Q1,July,Maryland,Columbia,3.63
Residential,Factory,Q3,July,Maryland,Columbia,8.02
Residential,Factory,Q1,August,Maryland,Columbia,15.67
Residential,Factory,Q3,March,Maryland,Columbia,18.75
Residential,Factory,Q1,February,Maryland,Columbia,19.42
Residential,Factory,Q3,January,Maryland,Columbia,20.69
Residential,Factory,Q1,July,Maryland,Columbia,23.38
Culture,Apartment,Q3,July,Maryland,Columbia,28.64
Culture,Apartment,Q1,August,Maryland,Columbia,29.67
Culture,Apartment,Q3,March,Maryland,Columbia,34.14
Culture,Apartment,Q1,February,Maryland,Columbia,34.85
Culture,Apartment,Q3,January,Maryland,Columbia,34.39
Culture,Apartment,Q1,July,Maryland,Columbia,38.64
Production,House,Q3,July,Maryland,Columbia,39.14
Production,House,Q1,August,Maryland,Columbia,39.21
Production,House,Q3,March,Maryland,Columbia,43.93
Production,House,Q1,February,Maryland,Columbia,47.66
Production,House,Q3,January,Maryland,Columbia,48.07
Production,House,Q1,July,Maryland,Columbia,48.66
Residential,Hotel,Q3,July,Maryland,Columbia,50.8
Residential,Hotel,Q1,August,Maryland,Columbia,52.25
Residential,Hotel,Q3,March,Maryland,Columbia,52.84
Residential,Hotel,Q1,February,Maryland,Columbia,58.01
Residential,Hotel,Q3,January,Maryland,Columbia,59.75
Residential,Hotel,Q1,July,Maryland,Columbia,60.82
Culture,Concert,Q3,July,Maryland,Columbia,61.98
Culture,Concert,Q1,August,Maryland,Columbia,60.18
Culture,Concert,Q3,March,Maryland,Columbia,63.64
Culture,Concert,Q1,February,Maryland,Columbia,66.24
Culture,Concert,Q3,January,Maryland,Columbia,71.12
Culture,Concert,Q1,July,Maryland,Columbia,72.75
Production,Theatre,Q3,July,Maryland,Columbia,73.82
Production,Theatre,Q1,August,Maryland,Columbia,75.78
Production,Theatre,Q3,March,Maryland,Columbia,76.96
Production,Theatre,Q1,February,Maryland,Columbia,77.35
Production,Theatre,Q3,January,Maryland,Columbia,78.34
Production,Theatre,Q1,July,Maryland,Columbia,81.11
Residential,Museum,Q3,July,Maryland,Columbia,83.97
Residential,Museum,Q1,August,Maryland,Columbia,85.72
Residential,Museum,Q3,March,Maryland,Columbia,88.9
Residential,Museum,Q1,February,Maryland,Columbia,90.54
Residential,Museum,Q3,January,Maryland,Columbia,96.17
Residential,Museum,Q1,July,Maryland,Columbia,97.4
