State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Florida,Tampa,Water,Groundwater,2.77
Florida,Tampa,Soil,Surface water,4.53
Florida,Tampa,Air,Chemical,4.39
Florida,Tampa,Water,Oxygen-depletion,5.49
Florida,Tampa,Soil,Inferior Irrigation,9.07
Florida,Tampa,Air,Industrial,10.28
Florida,Tampa,Water,Solid Waste,11.01
Florida,Tampa,Soil,Inorganic Fertilizers,14.11
Florida,Tampa,Air,Urban Activities,14.07
Florida,Tampa,Water,Light,18.65
Florida,Tampa,Soil,Thermal,21.56
Florida,Tampa,Air,Groundwater,22.35
Florida,Tampa,Water,Surface water,23.23
Florida,Tampa,Soil,Chemical,24.09
Florida,Tampa,Air,Oxygen-depletion,29.64
Oregon,Fort Lauderdale,Water,Groundwater,30.01
Oregon,Fort Lauderdale,Soil,Surface water,32.22
Oregon,Fort Lauderdale,Air,Chemical,34.48
Oregon,Fort Lauderdale,Water,Oxygen-depletion,37.38
Oregon,Fort Lauderdale,Soil,Inferior Irrigation,40.05
Oregon,Fort Lauderdale,Air,Industrial,44.84
Oregon,Fort Lauderdale,Water,Solid Waste,45.3
Oregon,Fort Lauderdale,Soil,Inorganic Fertilizers,45.21
Oregon,Fort Lauderdale,Air,Urban Activities,46.55
Oregon,Fort Lauderdale,Water,Light,47.09
Oregon,Fort Lauderdale,Soil,Thermal,47.02
Oregon,Fort Lauderdale,Air,Groundwater,47.18
Oregon,Fort Lauderdale,Water,Surface water,52.81
Oregon,Fort Lauderdale,Soil,Chemical,55.57
Oregon,Fort Lauderdale,Air,Oxygen-depletion,56.09
Georgia,Portland,Water,Groundwater,57.46
Georgia,Portland,Soil,Surface water,57.18
Georgia,Portland,Air,Chemical,59.59
Georgia,Portland,Water,Oxygen-depletion,60.97
Georgia,Portland,Soil,Inferior Irrigation,64.76
Georgia,Portland,Air,Industrial,-0.03
Georgia,Portland,Water,Solid Waste,67.98
Georgia,Portland,Soil,Inorganic Fertilizers,83.34
Georgia,Portland,Air,Urban Activities,83.5
Georgia,Portland,Water,Light,85.58
Georgia,Portland,Soil,Thermal,89.36
Georgia,Portland,Air,Groundwater,92.66
Georgia,Portland,Water,Surface water,94.63
Georgia,Portland,Soil,Chemical,95.33
Georgia,Portland,Air,Oxygen-depletion,98.01
Florida,Redmond,Water,Groundwater,-98.02
Florida,Redmond,Soil,Surface water,-96.77
Florida,Redmond,Air,Chemical,-95.24
Florida,Redmond,Water,Oxygen-depletion,-94.21
Florida,Redmond,Soil,Inferior Irrigation,-94.49
Florida,Redmond,Air,Industrial,-89.37
Florida,Redmond,Water,Solid Waste,-84.21
Florida,Redmond,Soil,Inorganic Fertilizers,-83.54
Florida,Redmond,Air,Urban Activities,-82.88
Florida,Redmond,Water,Light,-80.15
Florida,Redmond,Soil,Thermal,-77.72
Florida,Redmond,Air,Groundwater,-72.12
Florida,Redmond,Water,Surface water,-71.23
Florida,Redmond,Soil,Chemical,-69.6
Florida,Redmond,Air,Oxygen-depletion,-66.65
Oregon,Columbus,Water,Groundwater,-66.56
Oregon,Columbus,Soil,Surface water,-64.79
Oregon,Columbus,Air,Chemical,-62.31
Oregon,Columbus,Water,Oxygen-depletion,-59.28
Oregon,Columbus,Soil,Inferior Irrigation,-55.44
Oregon,Columbus,Air,Industrial,-55.53
Oregon,Columbus,Water,Solid Waste,-53.99
Oregon,Columbus,Soil,Inorganic Fertilizers,-54.66
Oregon,Columbus,Air,Urban Activities,-48.83
Oregon,Columbus,Water,Light,-47.79
Oregon,Columbus,Soil,Thermal,-41.58
Oregon,Columbus,Air,Groundwater,-41.4
Oregon,Columbus,Water,Surface water,-39.24
Oregon,Columbus,Soil,Chemical,-39.23
Oregon,Columbus,Air,Oxygen-depletion,-35.26
Georgia,Albany,Water,Groundwater,-33.7
Georgia,Albany,Soil,Surface water,-32.16
Georgia,Albany,Air,Chemical,-31.69
Georgia,Albany,Water,Oxygen-depletion,-30.68
Georgia,Albany,Soil,Inferior Irrigation,-29.05
Georgia,Albany,Air,Industrial,-32.35
Georgia,Albany,Water,Solid Waste,-26.36
Georgia,Albany,Soil,Inorganic Fertilizers,-26.83
Georgia,Albany,Air,Urban Activities,-22.94
Georgia,Albany,Water,Light,-22.86
Georgia,Albany,Soil,Thermal,-19.29
Georgia,Albany,Air,Groundwater,-9.54
Georgia,Albany,Water,Surface water,-6.21
Georgia,Albany,Soil,Chemical,-3.35
Georgia,Albany,Air,Oxygen-depletion,-2.55
