Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q4,October,Michigan,Port Huron,0.3
Residential,Apartment,Q1,November,Michigan,Flint,0.89
Residential,Apartment,Q4,December,Michigan,Port Huron,19.3
Residential,Apartment,Q1,January,Michigan,Flint,19.12
Residential,Apartment,Q4,February,Michigan,Port Huron,21.75
Residential,Apartment,Q1,March,Michigan,Flint,22.87
Production,Hotel,Q4,October,Michigan,Port Huron,23.47
Production,Hotel,Q1,November,Michigan,Flint,24.8
Production,Hotel,Q4,December,Michigan,Port Huron,32.75
Production,Hotel,Q1,January,Michigan,Flint,33.98
Production,Hotel,Q4,February,Michigan,Port Huron,39.87
Production,Hotel,Q1,March,Michigan,Flint,40.52
Residential,House,Q4,October,Michigan,Port Huron,47.41
Residential,House,Q1,November,Michigan,Flint,49.63
Residential,House,Q4,December,Michigan,Port Huron,51.89
Residential,House,Q1,January,Michigan,Flint,52.74
Residential,House,Q4,February,Michigan,Port Huron,56.88
Residential,House,Q1,March,Michigan,Flint,61.43
Production,Factory,Q4,October,Michigan,Port Huron,63.53
Production,Factory,Q1,November,Michigan,Flint,69.86
Production,Factory,Q4,December,Michigan,Port Huron,70.06
Production,Factory,Q1,January,Michigan,Flint,74.19
Production,Factory,Q4,February,Michigan,Port Huron,76.92
Production,Factory,Q1,March,Michigan,Flint,78.61
Residential,Workshop,Q4,October,Michigan,Port Huron,79.17
Residential,Workshop,Q1,November,Michigan,Flint,78.7
Residential,Workshop,Q4,December,Michigan,Port Huron,84.25
Residential,Workshop,Q1,January,Michigan,Flint,88.87
Residential,Workshop,Q4,February,Michigan,Port Huron,88.25
Residential,Workshop,Q1,March,Michigan,Flint,93.95
