Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2019,Q2,Dairy,Cream,778.83
Export,2019,Q2,Cereals,Milk,140.3
Export,2019,Q2,Dairy,Yoghurt,147.73
Export,2019,Q2,Cereals,Seeds,661.82
Export,2019,Q2,Dairy,Rice,278.2
Export,2019,Q2,Cereals,Oats,23.32
Export,2016,Q2,Dairy,Cream,670.76
Export,2016,Q2,Cereals,Milk,165.45
Export,2016,Q2,Dairy,Yoghurt,422.17
Export,2016,Q2,Cereals,Seeds,176.32
Export,2016,Q2,Dairy,Rice,439.55
Export,2016,Q2,Cereals,Oats,63.2
Export,2019,Q2,Dairy,Cream,70.17
Export,2019,Q2,Cereals,Milk,843.3
Export,2019,Q2,Dairy,Yoghurt,460.4
Export,2019,Q2,Cereals,Seeds,475.98
Export,2019,Q2,Dairy,Rice,861.22
Export,2019,Q2,Cereals,Oats,478.7
Export,2016,Q2,Dairy,Cream,480.54
Export,2016,Q2,Cereals,Milk,614.22
Export,2016,Q2,Dairy,Yoghurt,367.58
Export,2016,Q2,Cereals,Seeds,500.14
Export,2016,Q2,Dairy,Rice,888.66
Export,2016,Q2,Cereals,Oats,511.15
