Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Theatre,Q1,January,California,Malibu,68.07
Culture,Theatre,Q2,March,Oregon,Salem,37.95
Culture,Theatre,Q1,May,California,Malibu,70.87
Culture,Theatre,Q2,June,Oregon,Salem,11.49
Production,Museum,Q1,January,California,Malibu,43.45
Production,Museum,Q2,March,Oregon,Salem,76.57
Production,Museum,Q1,May,California,Malibu,46.37
Production,Museum,Q2,June,Oregon,Salem,17.98
Culture,Factory,Q1,January,California,Malibu,81.97
Culture,Factory,Q2,March,Oregon,Salem,51.52
Culture,Factory,Q1,May,California,Malibu,18.3
Culture,Factory,Q2,June,Oregon,Salem,55.5
Production,Workshop,Q1,January,California,Malibu,54.2
Production,Workshop,Q2,March,Oregon,Salem,23.1
Production,Workshop,Q1,May,California,Malibu,22.14
Production,Workshop,Q2,June,Oregon,Salem,81.06
