Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2020,Beverage,Coffee,128.72
Export,2020,Dairy,Tea,387.56
Export,2020,Cereals,Juice,394.78
Export,2020,Beverage,Milk,650.06
Export,2020,Dairy,Butter,913.59
Export,2020,Cereals,Cheese,151.33
Export,2020,Beverage,Wheat,29.75
Export,2020,Dairy,Soybeans,29.8
Export,2020,Cereals,Corn,929.85
Export,2018,Beverage,Coffee,36.61
Export,2018,Dairy,Tea,553.73
Export,2018,Cereals,Juice,44.61
Export,2018,Beverage,Milk,687.03
Export,2018,Dairy,Butter,177.65
Export,2018,Cereals,Cheese,818.78
Export,2018,Beverage,Wheat,561.21
Export,2018,Dairy,Soybeans,695.37
Export,2018,Cereals,Corn,441.49
Export,2015,Beverage,Coffee,193.35
Export,2015,Dairy,Tea,194.21
Export,2015,Cereals,Juice,454.81
Export,2015,Beverage,Milk,455.73
Export,2015,Dairy,Butter,840.14
Export,2015,Cereals,Cheese,842.01
Export,2015,Beverage,Wheat,209.32
Export,2015,Dairy,Soybeans,469.66
Export,2015,Cereals,Corn,470.22
Export,2020,Beverage,Coffee,218.58
Export,2020,Dairy,Tea,863.34
Export,2020,Cereals,Juice,229.96
Export,2020,Beverage,Milk,361.35
Export,2020,Dairy,Butter,621.68
Export,2020,Cereals,Cheese,626.68
Export,2020,Beverage,Wheat,372.04
Export,2020,Dairy,Soybeans,381.74
Export,2020,Cereals,Corn,767.54
