Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2020,Meat,Beef,131.74
Import,2020,Beverage,Duck,648.85
Import,2020,Dairy,Soda,905.56
Import,2020,Meat,Tea,651.67
Import,2020,Beverage,Milk,653.42
Import,2020,Dairy,Yoghurt,526.87
Import,2020,Meat,Cheese,653.12
Import,2020,Beverage,Beef,785.52
Import,2020,Dairy,Duck,914.76
Import,2017,Meat,Beef,405.72
Import,2017,Beverage,Duck,663.75
Import,2017,Dairy,Soda,924.48
Import,2017,Meat,Tea,30.49
Import,2017,Beverage,Milk,287.27
Import,2017,Dairy,Yoghurt,417.79
Import,2017,Meat,Cheese,818.17
Import,2017,Beverage,Beef,829.56
Import,2017,Dairy,Duck,321.84
Import,2015,Meat,Beef,65.11
Import,2015,Beverage,Duck,579.71
Import,2015,Dairy,Soda,324.56
Import,2015,Meat,Tea,708.5
Import,2015,Beverage,Milk,580.2
Import,2015,Dairy,Yoghurt,341.26
Import,2015,Meat,Cheese,995.48
Import,2015,Beverage,Beef,357.61
Import,2015,Dairy,Duck,231.9
Import,2020,Meat,Beef,743.91
Import,2020,Beverage,Duck,363.56
Import,2020,Dairy,Soda,368.41
Import,2020,Meat,Tea,114.11
Import,2020,Beverage,Milk,499.77
Import,2020,Dairy,Yoghurt,251.79
Import,2020,Meat,Cheese,892.76
Import,2020,Beverage,Beef,382.33
Import,2020,Dairy,Duck,639.57
