Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2021,Q1,Cereals,Oats,576.67
Import,2021,Q1,Meat,Rice,640.3
Import,2021,Q1,Cereals,Beef,674.36
Import,2021,Q1,Meat,Pork,803.03
Import,2019,Q1,Cereals,Oats,389.13
Import,2019,Q1,Meat,Rice,695.1
Import,2019,Q1,Cereals,Beef,717.98
Import,2019,Q1,Meat,Pork,144.42
Import,2021,Q1,Cereals,Oats,790.43
Import,2021,Q1,Meat,Rice,407.72
Import,2021,Q1,Cereals,Beef,472.87
Import,2021,Q1,Meat,Pork,406.48
Import,2019,Q1,Cereals,Oats,666.13
Import,2019,Q1,Meat,Rice,987.4
Import,2019,Q1,Cereals,Beef,316.82
Import,2019,Q1,Meat,Pork,991.54
