Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2019,Q4,Dairy,Milk,645.8
Import,2019,Q4,Meat,Cream,892.09
Import,2019,Q4,Beverage,Cheese,648.19
Import,2019,Q4,Dairy,Beef,396.92
Import,2019,Q4,Meat,Camel,911.9
Import,2019,Q4,Beverage,Juice,529.23
Import,2019,Q4,Dairy,Tea,894.96
Import,2019,Q4,Meat,Soda,20.94
Import,2019,Q4,Beverage,Milk,544.15
Import,2015,Q4,Dairy,Milk,33.71
Import,2015,Q4,Meat,Cream,163.98
Import,2015,Q4,Beverage,Cheese,164.34
Import,2015,Q4,Dairy,Beef,427.68
Import,2015,Q4,Meat,Camel,428.51
Import,2015,Q4,Beverage,Juice,300.08
Import,2015,Q4,Dairy,Tea,686.58
Import,2015,Q4,Meat,Soda,435.6
Import,2015,Q4,Beverage,Milk,54.63
Import,2020,Q4,Dairy,Milk,822.47
Import,2020,Q4,Meat,Cream,952.73
Import,2020,Q4,Beverage,Cheese,706.59
Import,2020,Q4,Dairy,Beef,328.26
Import,2020,Q4,Meat,Camel,329.06
Import,2020,Q4,Beverage,Juice,585.92
Import,2020,Q4,Dairy,Tea,972.99
Import,2020,Q4,Meat,Soda,334.75
Import,2020,Q4,Beverage,Milk,334.34
Import,2019,Q4,Dairy,Milk,595.21
Import,2019,Q4,Meat,Cream,212.97
Import,2019,Q4,Beverage,Cheese,729.1
Import,2019,Q4,Dairy,Beef,346.38
Import,2019,Q4,Meat,Camel,218.7
Import,2019,Q4,Beverage,Juice,93.25
Import,2019,Q4,Dairy,Tea,733.73
Import,2019,Q4,Meat,Soda,95.46
Import,2019,Q4,Beverage,Milk,994.24
Import,2015,Q4,Dairy,Milk,487.77
Import,2015,Q4,Meat,Cream,232.21
Import,2015,Q4,Beverage,Cheese,878.64
Import,2015,Q4,Dairy,Beef,114.0
Import,2015,Q4,Meat,Camel,244.75
Import,2015,Q4,Beverage,Juice,887.69
Import,2015,Q4,Dairy,Tea,252.51
Import,2015,Q4,Meat,Soda,381.63
Import,2015,Q4,Beverage,Milk,894.98
