Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,House,Q2,June,4.01
Residential,House,Q1,May,5.15
Residential,House,Q4,April,6.74
Residential,House,Q2,January,13.75
Residential,House,Q1,March,14.61
Residential,House,Q4,February,15.43
Residential,House,Q2,October,17.97
Residential,House,Q1,December,18.97
Residential,House,Q4,June,20.56
Production,Apartment,Q2,June,21.73
Production,Apartment,Q1,May,22.61
Production,Apartment,Q4,April,23.66
Production,Apartment,Q2,January,25.76
Production,Apartment,Q1,March,26.8
Production,Apartment,Q4,February,27.08
Production,Apartment,Q2,October,29.77
Production,Apartment,Q1,December,33.09
Production,Apartment,Q4,June,36.41
Culture,Hotel,Q2,June,36.26
Culture,Hotel,Q1,May,38.28
Culture,Hotel,Q4,April,37.32
Culture,Hotel,Q2,January,41.55
Culture,Hotel,Q1,March,42.59
Culture,Hotel,Q4,February,43.91
Culture,Hotel,Q2,October,42.71
Culture,Hotel,Q1,December,42.46
Culture,Hotel,Q4,June,46.32
Residential,Workshop,Q2,June,49.39
Residential,Workshop,Q1,May,53.58
Residential,Workshop,Q4,April,56.94
Residential,Workshop,Q2,January,60.95
Residential,Workshop,Q1,March,61.66
Residential,Workshop,Q4,February,63.69
Residential,Workshop,Q2,October,63.63
Residential,Workshop,Q1,December,64.69
Residential,Workshop,Q4,June,63.87
Production,Factory,Q2,June,66.24
Production,Factory,Q1,May,63.29
Production,Factory,Q4,April,0.21
Production,Factory,Q2,January,69.3
Production,Factory,Q1,March,67.08
Production,Factory,Q4,February,66.35
Production,Factory,Q2,October,68.54
Production,Factory,Q1,December,66.08
Production,Factory,Q4,June,74.42
Culture,Concert,Q2,June,74.38
Culture,Concert,Q1,May,76.35
Culture,Concert,Q4,April,77.66
Culture,Concert,Q2,January,79.84
Culture,Concert,Q1,March,80.7
Culture,Concert,Q4,February,81.77
Culture,Concert,Q2,October,81.74
Culture,Concert,Q1,December,84.96
Culture,Concert,Q4,June,85.7
Residential,Theatre,Q2,June,86.01
Residential,Theatre,Q1,May,89.54
Residential,Theatre,Q4,April,90.18
Residential,Theatre,Q2,January,91.97
Residential,Theatre,Q1,March,91.05
Residential,Theatre,Q4,February,93.3
Residential,Theatre,Q2,October,95.07
Residential,Theatre,Q1,December,95.19
Residential,Theatre,Q4,June,95.56
