Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Administration,Q1,January,Nevada,Boulder City,0.26
Service,Administration,Q4,February,Nevada,Boulder City,3.3
Service,Administration,Q3,November,Nevada,Boulder City,10.24
Service,Administration,Q1,December,Nevada,Boulder City,12.16
Service,Administration,Q4,October,Nevada,Boulder City,13.24
Service,Administration,Q3,August,Nevada,Boulder City,13.01
Service,Administration,Q1,September,Nevada,Boulder City,19.11
Service,Administration,Q4,January,Nevada,Boulder City,27.32
Service,Administration,Q3,February,Nevada,Boulder City,27.76
Residential,School,Q1,January,Nevada,Boulder City,27.28
Residential,School,Q4,February,Nevada,Boulder City,33.22
Residential,School,Q3,November,Nevada,Boulder City,37.47
Residential,School,Q1,December,Nevada,Boulder City,38.82
Residential,School,Q4,October,Nevada,Boulder City,40.22
Residential,School,Q3,August,Nevada,Boulder City,41.53
Residential,School,Q1,September,Nevada,Boulder City,42.5
Residential,School,Q4,January,Nevada,Boulder City,45.15
Residential,School,Q3,February,Nevada,Boulder City,60.84
Service,Hotel,Q1,January,Nevada,Boulder City,60.52
Service,Hotel,Q4,February,Nevada,Boulder City,62.36
Service,Hotel,Q3,November,Nevada,Boulder City,63.97
Service,Hotel,Q1,December,Nevada,Boulder City,60.92
Service,Hotel,Q4,October,Nevada,Boulder City,66.29
Service,Hotel,Q3,August,Nevada,Boulder City,67.88
Service,Hotel,Q1,September,Nevada,Boulder City,74.77
Service,Hotel,Q4,January,Nevada,Boulder City,78.09
Service,Hotel,Q3,February,Nevada,Boulder City,78.86
Residential,Apartment,Q1,January,Nevada,Boulder City,80.08
Residential,Apartment,Q4,February,Nevada,Boulder City,85.3
Residential,Apartment,Q3,November,Nevada,Boulder City,85.87
Residential,Apartment,Q1,December,Nevada,Boulder City,87.43
Residential,Apartment,Q4,October,Nevada,Boulder City,90.48
Residential,Apartment,Q3,August,Nevada,Boulder City,90.74
Residential,Apartment,Q1,September,Nevada,Boulder City,92.35
Residential,Apartment,Q4,January,Nevada,Boulder City,92.39
Residential,Apartment,Q3,February,Nevada,Boulder City,95.33
