State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Florida,Fort Lauderdale,2017,Soil,Urban Activities,3.47
Florida,Fort Lauderdale,2017,Air,Solid Waste,4.56
Florida,Fort Lauderdale,2017,Water,Inferior Irrigation,8.97
Florida,Fort Lauderdale,2017,Soil,Inorganic Fertilizers,9.95
Florida,Fort Lauderdale,2017,Air,Industrial,17.98
Florida,Fort Lauderdale,2017,Water,Light,21.62
Florida,Fort Lauderdale,2017,Soil,Noise,26.65
Florida,Fort Lauderdale,2017,Air,Groundwater,27.17
Florida,Fort Lauderdale,2017,Water,Oxygen-depletion,28.21
Florida,Fort Lauderdale,2017,Soil,Chemical,-99.84
Florida,Fort Lauderdale,2017,Air,Surface water,31.98
Florida,Fort Lauderdale,2017,Water,Urban Activities,-96.71
Florida,Fort Lauderdale,2017,Soil,Solid Waste,-96.05
Florida,Fort Lauderdale,2017,Air,Inferior Irrigation,-94.3
Florida,Fort Lauderdale,2017,Water,Inorganic Fertilizers,34.13
Maryland,Tampa,2021,Soil,Urban Activities,35.58
Maryland,Tampa,2021,Air,Solid Waste,-91.95
Maryland,Tampa,2021,Water,Inferior Irrigation,-90.34
Maryland,Tampa,2021,Soil,Inorganic Fertilizers,39.01
Maryland,Tampa,2021,Air,Industrial,38.58
Maryland,Tampa,2021,Water,Light,46.88
Maryland,Tampa,2021,Soil,Noise,-81.24
Maryland,Tampa,2021,Air,Groundwater,48.7
Maryland,Tampa,2021,Water,Oxygen-depletion,46.98
Maryland,Tampa,2021,Soil,Chemical,-75.69
Maryland,Tampa,2021,Air,Surface water,-74.85
Maryland,Tampa,2021,Water,Urban Activities,57.97
Maryland,Tampa,2021,Soil,Solid Waste,57.24
Maryland,Tampa,2021,Air,Inferior Irrigation,60.81
Maryland,Tampa,2021,Water,Inorganic Fertilizers,61.02
Florida,Aberdeen,2017,Soil,Urban Activities,60.3
Florida,Aberdeen,2017,Air,Solid Waste,-65.31
Florida,Aberdeen,2017,Water,Inferior Irrigation,-64.03
Florida,Aberdeen,2017,Soil,Inorganic Fertilizers,-65.07
Florida,Aberdeen,2017,Air,Industrial,65.65
Florida,Aberdeen,2017,Water,Light,-65.29
Florida,Aberdeen,2017,Soil,Noise,-66.55
Florida,Aberdeen,2017,Air,Groundwater,-63.96
Florida,Aberdeen,2017,Water,Oxygen-depletion,70.3
Florida,Aberdeen,2017,Soil,Chemical,71.65
Florida,Aberdeen,2017,Air,Surface water,-56.45
Florida,Aberdeen,2017,Water,Urban Activities,70.1
Florida,Aberdeen,2017,Soil,Solid Waste,73.48
Florida,Aberdeen,2017,Air,Inferior Irrigation,75.95
Florida,Aberdeen,2017,Water,Inorganic Fertilizers,-52.14
Maryland,Columbia,2021,Soil,Urban Activities,77.85
Maryland,Columbia,2021,Air,Solid Waste,78.76
Maryland,Columbia,2021,Water,Inferior Irrigation,77.47
Maryland,Columbia,2021,Soil,Inorganic Fertilizers,-48.94
Maryland,Columbia,2021,Air,Industrial,-48.03
Maryland,Columbia,2021,Water,Light,83.51
Maryland,Columbia,2021,Soil,Noise,83.94
Maryland,Columbia,2021,Air,Groundwater,-45.68
Maryland,Columbia,2021,Water,Oxygen-depletion,-43.16
Maryland,Columbia,2021,Soil,Chemical,88.93
Maryland,Columbia,2021,Air,Surface water,90.59
Maryland,Columbia,2021,Water,Urban Activities,91.39
Maryland,Columbia,2021,Soil,Solid Waste,-35.35
Maryland,Columbia,2021,Air,Inferior Irrigation,-34.78
Maryland,Columbia,2021,Water,Inorganic Fertilizers,95.73
Florida,Baltimore,2017,Soil,Urban Activities,-33.67
Florida,Baltimore,2017,Air,Solid Waste,-30.4
Florida,Baltimore,2017,Water,Inferior Irrigation,-29.64
Florida,Baltimore,2017,Soil,Inorganic Fertilizers,-24.97
Florida,Baltimore,2017,Air,Industrial,-21.26
Florida,Baltimore,2017,Water,Light,-17.3
Florida,Baltimore,2017,Soil,Noise,-16.46
Florida,Baltimore,2017,Air,Groundwater,-17.02
Florida,Baltimore,2017,Water,Oxygen-depletion,-16.69
Florida,Baltimore,2017,Soil,Chemical,-11.09
Florida,Baltimore,2017,Air,Surface water,-11.21
Florida,Baltimore,2017,Water,Urban Activities,-9.05
Florida,Baltimore,2017,Soil,Solid Waste,-7.03
Florida,Baltimore,2017,Air,Inferior Irrigation,-5.57
Florida,Baltimore,2017,Water,Inorganic Fertilizers,-4.84
