Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q2,April,Nevada,Las Vegas,8.91
Residential,Apartment,Q3,May,Michigan,Port Huron,10.18
Residential,Apartment,Q2,June,Nevada,Las Vegas,12.82
Residential,Apartment,Q3,September,Michigan,Port Huron,12.22
Residential,Apartment,Q2,August,Nevada,Las Vegas,15.93
Residential,Apartment,Q3,April,Michigan,Port Huron,23.25
Production,Hotel,Q2,April,Nevada,Las Vegas,27.94
Production,Hotel,Q3,May,Michigan,Port Huron,27.2
Production,Hotel,Q2,June,Nevada,Las Vegas,31.23
Production,Hotel,Q3,September,Michigan,Port Huron,31.47
Production,Hotel,Q2,August,Nevada,Las Vegas,31.0
Production,Hotel,Q3,April,Michigan,Port Huron,42.59
Residential,House,Q2,April,Nevada,Las Vegas,46.41
Residential,House,Q3,May,Michigan,Port Huron,55.73
Residential,House,Q2,June,Nevada,Las Vegas,65.89
Residential,House,Q3,September,Michigan,Port Huron,66.15
Residential,House,Q2,August,Nevada,Las Vegas,66.44
Residential,House,Q3,April,Michigan,Port Huron,68.69
Production,Workshop,Q2,April,Nevada,Las Vegas,69.27
Production,Workshop,Q3,May,Michigan,Port Huron,71.07
Production,Workshop,Q2,June,Nevada,Las Vegas,71.51
Production,Workshop,Q3,September,Michigan,Port Huron,74.28
Production,Workshop,Q2,August,Nevada,Las Vegas,76.44
Production,Workshop,Q3,April,Michigan,Port Huron,78.74
Residential,Factory,Q2,April,Nevada,Las Vegas,85.18
Residential,Factory,Q3,May,Michigan,Port Huron,90.09
Residential,Factory,Q2,June,Nevada,Las Vegas,95.13
Residential,Factory,Q3,September,Michigan,Port Huron,96.69
Residential,Factory,Q2,August,Nevada,Las Vegas,99.03
Residential,Factory,Q3,April,Michigan,Port Huron,99.18
