Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q1,January,2.76
Production,Factory,Q4,February,3.38
Production,Factory,Q1,November,7.61
Production,Factory,Q4,October,10.52
Production,Factory,Q1,December,15.95
Production,Factory,Q4,January,15.59
Residential,Workshop,Q1,January,17.3
Residential,Workshop,Q4,February,22.28
Residential,Workshop,Q1,November,29.23
Residential,Workshop,Q4,October,32.52
Residential,Workshop,Q1,December,34.76
Residential,Workshop,Q4,January,38.76
Service,House,Q1,January,39.55
Service,House,Q4,February,44.26
Service,House,Q1,November,46.68
Service,House,Q4,October,48.17
Service,House,Q1,December,51.02
Service,House,Q4,January,53.29
Production,Apartment,Q1,January,54.43
Production,Apartment,Q4,February,56.1
Production,Apartment,Q1,November,59.28
Production,Apartment,Q4,October,59.27
Production,Apartment,Q1,December,62.13
Production,Apartment,Q4,January,63.45
Residential,Hospital,Q1,January,63.38
Residential,Hospital,Q4,February,67.34
Residential,Hospital,Q1,November,67.69
Residential,Hospital,Q4,October,73.9
Residential,Hospital,Q1,December,77.92
Residential,Hospital,Q4,January,77.87
Service,Library,Q1,January,78.1
Service,Library,Q4,February,80.79
Service,Library,Q1,November,83.6
Service,Library,Q4,October,84.11
Service,Library,Q1,December,85.25
Service,Library,Q4,January,87.65
Production,Administration,Q1,January,89.0
Production,Administration,Q4,February,89.64
Production,Administration,Q1,November,91.95
Production,Administration,Q4,October,91.53
Production,Administration,Q1,December,92.34
Production,Administration,Q4,January,92.76
