State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Oregon,Salem,Soil,Inferior Irrigation,0.81
Oregon,Salem,Water,Urban Activities,1.37
Oregon,Salem,Air,Industrial,-0.49
Oregon,Salem,Soil,Chemical,3.33
Oregon,Salem,Water,Groundwater,4.58
Oregon,Salem,Air,Oxygen-depletion,5.43
Oregon,Salem,Soil,Surface water,3.21
Oregon,Salem,Water,Noise,8.09
Oregon,Salem,Air,Light,9.36
Oregon,Salem,Soil,Thermal,10.53
Oregon,Salem,Water,Inferior Irrigation,10.83
Oregon,Salem,Air,Urban Activities,19.33
Illinois,Redmond,Soil,Inferior Irrigation,21.88
Illinois,Redmond,Water,Urban Activities,25.36
Illinois,Redmond,Air,Industrial,30.29
Illinois,Redmond,Soil,Chemical,33.81
Illinois,Redmond,Water,Groundwater,36.46
Illinois,Redmond,Air,Oxygen-depletion,41.3
Illinois,Redmond,Soil,Surface water,44.14
Illinois,Redmond,Water,Noise,45.54
Illinois,Redmond,Air,Light,45.81
Illinois,Redmond,Soil,Thermal,48.55
Illinois,Redmond,Water,Inferior Irrigation,56.84
Illinois,Redmond,Air,Urban Activities,57.36
Michigan,Portland,Soil,Inferior Irrigation,58.73
Michigan,Portland,Water,Urban Activities,59.58
Michigan,Portland,Air,Industrial,56.15
Michigan,Portland,Soil,Chemical,62.8
Michigan,Portland,Water,Groundwater,64.69
Michigan,Portland,Air,Oxygen-depletion,69.01
Michigan,Portland,Soil,Surface water,69.5
Michigan,Portland,Water,Noise,71.76
Michigan,Portland,Air,Light,84.41
Michigan,Portland,Soil,Thermal,88.31
Michigan,Portland,Water,Inferior Irrigation,89.5
Michigan,Portland,Air,Urban Activities,90.71
Oregon,Springfield,Soil,Inferior Irrigation,91.73
Oregon,Springfield,Water,Urban Activities,95.62
Oregon,Springfield,Air,Industrial,95.97
Oregon,Springfield,Soil,Chemical,98.87
Oregon,Springfield,Water,Groundwater,98.83
Oregon,Springfield,Air,Oxygen-depletion,-99.27
Oregon,Springfield,Soil,Surface water,-97.52
Oregon,Springfield,Water,Noise,-96.47
Oregon,Springfield,Air,Light,-97.65
Oregon,Springfield,Soil,Thermal,-93.18
Oregon,Springfield,Water,Inferior Irrigation,-93.02
Oregon,Springfield,Air,Urban Activities,-91.97
Illinois,Chicago,Soil,Inferior Irrigation,-86.82
Illinois,Chicago,Water,Urban Activities,-86.89
Illinois,Chicago,Air,Industrial,-83.19
Illinois,Chicago,Soil,Chemical,-83.63
Illinois,Chicago,Water,Groundwater,-82.8
Illinois,Chicago,Air,Oxygen-depletion,-83.43
Illinois,Chicago,Soil,Surface water,-79.27
Illinois,Chicago,Water,Noise,-82.19
Illinois,Chicago,Air,Light,-76.68
Illinois,Chicago,Soil,Thermal,-73.25
Illinois,Chicago,Water,Inferior Irrigation,-65.85
Illinois,Chicago,Air,Urban Activities,-64.59
Michigan,Champaign,Soil,Inferior Irrigation,-64.12
Michigan,Champaign,Water,Urban Activities,-63.54
Michigan,Champaign,Air,Industrial,-62.4
Michigan,Champaign,Soil,Chemical,-61.23
Michigan,Champaign,Water,Groundwater,-59.48
Michigan,Champaign,Air,Oxygen-depletion,-57.68
Michigan,Champaign,Soil,Surface water,-56.3
Michigan,Champaign,Water,Noise,-54.92
Michigan,Champaign,Air,Light,-53.26
Michigan,Champaign,Soil,Thermal,-50.11
Michigan,Champaign,Water,Inferior Irrigation,-50.17
Michigan,Champaign,Air,Urban Activities,-50.73
Oregon,Port Huron,Soil,Inferior Irrigation,-47.52
Oregon,Port Huron,Water,Urban Activities,-45.32
Oregon,Port Huron,Air,Industrial,-45.61
Oregon,Port Huron,Soil,Chemical,-41.24
Oregon,Port Huron,Water,Groundwater,-38.82
Oregon,Port Huron,Air,Oxygen-depletion,-37.82
Oregon,Port Huron,Soil,Surface water,-36.4
Oregon,Port Huron,Water,Noise,-35.9
Oregon,Port Huron,Air,Light,-33.73
Oregon,Port Huron,Soil,Thermal,-26.28
Oregon,Port Huron,Water,Inferior Irrigation,-23.81
Oregon,Port Huron,Air,Urban Activities,-21.85
Illinois,Detroit,Soil,Inferior Irrigation,-20.72
Illinois,Detroit,Water,Urban Activities,-19.69
Illinois,Detroit,Air,Industrial,-18.96
Illinois,Detroit,Soil,Chemical,-21.42
Illinois,Detroit,Water,Groundwater,-17.43
Illinois,Detroit,Air,Oxygen-depletion,-14.5
Illinois,Detroit,Soil,Surface water,-14.01
Illinois,Detroit,Water,Noise,-10.22
Illinois,Detroit,Air,Light,-9.02
Illinois,Detroit,Soil,Thermal,-5.62
Illinois,Detroit,Water,Inferior Irrigation,-2.67
Illinois,Detroit,Air,Urban Activities,-1.7
