Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2019,Q4,Meat,Chicken,771.53
Import,2019,Q4,Beverage,Duck,134.73
Import,2019,Q4,Cereals,Tea,137.55
Import,2019,Q4,Meat,Juice,138.34
Import,2019,Q4,Beverage,Soybeans,779.33
Import,2019,Q4,Cereals,Corn,653.78
Import,2019,Q4,Meat,Wheat,656.59
Import,2019,Q4,Beverage,Chicken,915.52
Import,2019,Q4,Cereals,Duck,155.33
Import,2015,Q4,Meat,Chicken,287.32
Import,2015,Q4,Beverage,Duck,419.05
Import,2015,Q4,Cereals,Tea,933.66
Import,2015,Q4,Meat,Juice,427.44
Import,2015,Q4,Beverage,Soybeans,312.02
Import,2015,Q4,Cereals,Corn,187.51
Import,2015,Q4,Meat,Wheat,315.43
Import,2015,Q4,Beverage,Chicken,446.64
Import,2015,Q4,Cereals,Duck,832.37
Import,2019,Q4,Meat,Chicken,577.41
Import,2019,Q4,Beverage,Duck,204.48
Import,2019,Q4,Cereals,Tea,460.02
Import,2019,Q4,Meat,Juice,461.88
Import,2019,Q4,Beverage,Soybeans,340.96
Import,2019,Q4,Cereals,Corn,85.22
Import,2019,Q4,Meat,Wheat,343.71
Import,2019,Q4,Beverage,Chicken,727.71
Import,2019,Q4,Cereals,Duck,475.51
Import,2015,Q4,Meat,Chicken,738.96
Import,2015,Q4,Beverage,Duck,227.65
Import,2015,Q4,Cereals,Tea,360.0
Import,2015,Q4,Meat,Juice,493.22
Import,2015,Q4,Beverage,Soybeans,241.02
Import,2015,Q4,Cereals,Corn,119.03
Import,2015,Q4,Meat,Wheat,248.04
Import,2015,Q4,Beverage,Chicken,633.71
Import,2015,Q4,Cereals,Duck,767.14
