State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
California,San Francisco,Water,Surface water,1.57
California,San Francisco,Soil,Chemical,5.87
California,San Francisco,Air,Oxygen-depletion,8.51
California,San Francisco,Water,Solid Waste,9.37
California,San Francisco,Soil,Industrial,10.47
California,San Francisco,Air,Inferior Irrigation,12.35
California,San Francisco,Water,Inorganic Fertilizers,15.59
California,San Francisco,Soil,Noise,16.24
California,San Francisco,Air,Light,15.06
California,San Francisco,Water,Thermal,20.76
California,San Francisco,Soil,Surface water,21.51
California,San Francisco,Air,Chemical,22.8
Georgia,Berkeley,Water,Surface water,23.04
Georgia,Berkeley,Soil,Chemical,34.81
Georgia,Berkeley,Air,Oxygen-depletion,37.94
Georgia,Berkeley,Water,Solid Waste,41.34
Georgia,Berkeley,Soil,Industrial,45.61
Georgia,Berkeley,Air,Inferior Irrigation,47.08
Georgia,Berkeley,Water,Inorganic Fertilizers,48.08
Georgia,Berkeley,Soil,Noise,59.55
Georgia,Berkeley,Air,Light,63.37
Georgia,Berkeley,Water,Thermal,64.06
Georgia,Berkeley,Soil,Surface water,65.89
Georgia,Berkeley,Air,Chemical,66.73
Maryland,Malibu,Water,Surface water,75.31
Maryland,Malibu,Soil,Chemical,76.8
Maryland,Malibu,Air,Oxygen-depletion,81.24
Maryland,Malibu,Water,Solid Waste,81.27
Maryland,Malibu,Soil,Industrial,85.27
Maryland,Malibu,Air,Inferior Irrigation,86.29
Maryland,Malibu,Water,Inorganic Fertilizers,87.1
Maryland,Malibu,Soil,Noise,89.58
Maryland,Malibu,Air,Light,90.53
Maryland,Malibu,Water,Thermal,93.68
Maryland,Malibu,Soil,Surface water,94.22
Maryland,Malibu,Air,Chemical,96.16
California,Columbus,Water,Surface water,96.09
California,Columbus,Soil,Chemical,0.17
California,Columbus,Air,Oxygen-depletion,0.09
California,Columbus,Water,Solid Waste,-95.27
California,Columbus,Soil,Industrial,-95.57
California,Columbus,Air,Inferior Irrigation,-93.49
California,Columbus,Water,Inorganic Fertilizers,-93.76
California,Columbus,Soil,Noise,-90.15
California,Columbus,Air,Light,-89.1
California,Columbus,Water,Thermal,-87.93
California,Columbus,Soil,Surface water,-87.94
California,Columbus,Air,Chemical,-86.37
Georgia,Albany,Water,Surface water,-84.35
Georgia,Albany,Soil,Chemical,-84.71
Georgia,Albany,Air,Oxygen-depletion,-81.92
Georgia,Albany,Water,Solid Waste,-79.79
Georgia,Albany,Soil,Industrial,-78.27
Georgia,Albany,Air,Inferior Irrigation,-77.71
Georgia,Albany,Water,Inorganic Fertilizers,-75.53
Georgia,Albany,Soil,Noise,-74.53
Georgia,Albany,Air,Light,-72.54
Georgia,Albany,Water,Thermal,-66.3
Georgia,Albany,Soil,Surface water,-64.75
Georgia,Albany,Air,Chemical,-59.77
Maryland,Columbia,Water,Surface water,-55.22
Maryland,Columbia,Soil,Chemical,-54.17
Maryland,Columbia,Air,Oxygen-depletion,-53.55
Maryland,Columbia,Water,Solid Waste,-55.12
Maryland,Columbia,Soil,Industrial,-54.77
Maryland,Columbia,Air,Inferior Irrigation,-54.96
Maryland,Columbia,Water,Inorganic Fertilizers,-47.0
Maryland,Columbia,Soil,Noise,-43.97
Maryland,Columbia,Air,Light,-37.22
Maryland,Columbia,Water,Thermal,-36.06
Maryland,Columbia,Soil,Surface water,-34.96
Maryland,Columbia,Air,Chemical,-34.98
California,Aberdeen,Water,Surface water,-32.77
California,Aberdeen,Soil,Chemical,-30.75
California,Aberdeen,Air,Oxygen-depletion,-30.27
California,Aberdeen,Water,Solid Waste,-30.46
California,Aberdeen,Soil,Industrial,-26.01
California,Aberdeen,Air,Inferior Irrigation,-24.34
California,Aberdeen,Water,Inorganic Fertilizers,-22.34
California,Aberdeen,Soil,Noise,-22.17
California,Aberdeen,Air,Light,-16.24
California,Aberdeen,Water,Thermal,-12.04
California,Aberdeen,Soil,Surface water,-6.5
California,Aberdeen,Air,Chemical,-1.12
