Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,School,Q3,September,4.32
Service,School,Q4,July,9.69
Service,School,Q1,August,10.04
Service,School,Q3,October,11.65
Service,School,Q4,December,12.65
Service,School,Q1,November,14.55
Service,School,Q3,March,15.84
Service,School,Q4,February,16.48
Service,School,Q1,September,19.37
Residential,Administration,Q3,September,20.97
Residential,Administration,Q4,July,26.25
Residential,Administration,Q1,August,27.12
Residential,Administration,Q3,October,29.68
Residential,Administration,Q4,December,30.72
Residential,Administration,Q1,November,32.6
Residential,Administration,Q3,March,35.79
Residential,Administration,Q4,February,36.01
Residential,Administration,Q1,September,37.59
Service,Apartment,Q3,September,38.19
Service,Apartment,Q4,July,44.02
Service,Apartment,Q1,August,45.86
Service,Apartment,Q3,October,46.82
Service,Apartment,Q4,December,47.3
Service,Apartment,Q1,November,52.46
Service,Apartment,Q3,March,54.9
Service,Apartment,Q4,February,57.78
Service,Apartment,Q1,September,58.8
Residential,House,Q3,September,59.46
Residential,House,Q4,July,61.92
Residential,House,Q1,August,62.18
Residential,House,Q3,October,76.39
Residential,House,Q4,December,81.15
Residential,House,Q1,November,87.78
Residential,House,Q3,March,88.72
Residential,House,Q4,February,92.17
Residential,House,Q1,September,99.26
