Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q1,March,2.72
Production,Workshop,Q3,February,16.01
Production,Workshop,Q1,July,24.17
Production,Workshop,Q3,August,25.31
Production,Workshop,Q1,September,26.3
Production,Workshop,Q3,March,31.83
Residential,Factory,Q1,March,42.99
Residential,Factory,Q3,February,51.69
Residential,Factory,Q1,July,55.02
Residential,Factory,Q3,August,56.84
Residential,Factory,Q1,September,59.34
Residential,Factory,Q3,March,59.51
Production,Hotel,Q1,March,64.26
Production,Hotel,Q3,February,64.8
Production,Hotel,Q1,July,70.34
Production,Hotel,Q3,August,73.05
Production,Hotel,Q1,September,79.32
Production,Hotel,Q3,March,79.2
Residential,Apartment,Q1,March,87.81
Residential,Apartment,Q3,February,92.26
Residential,Apartment,Q1,July,92.68
Residential,Apartment,Q3,August,94.72
Residential,Apartment,Q1,September,95.38
Residential,Apartment,Q3,March,0.08
