Degree,Gender,Nationality,Year,Language,Value
Degree,Gender,Nationality,Year,Language,Value
PhD,Male,Qatari,2020/2021,Spanish,418.36
PhD,Male,Qatari,2017/2018,French,100.11
PhD,Male,Qatari,2015/2016,Spanish,228.18
PhD,Male,Qatari,2021/2022,French,422.1
PhD,Male,Qatari,2016/2017,Spanish,298.67
PhD,Male,Qatari,2020/2021,Spanish,173.33
PhD,Male,Qatari,2017/2018,French,368.2
PhD,Male,Qatari,2015/2016,Spanish,369.0
PhD,Male,Qatari,2021/2022,French,243.46
PhD,Male,Qatari,2016/2017,Spanish,309.59
PhD,Male,Qatari,2020/2021,Spanish,215.4
PhD,Male,Qatari,2017/2018,French,217.73
PhD,Male,Qatari,2015/2016,Spanish,250.8
PhD,Male,Qatari,2021/2022,French,444.21
PhD,Male,Qatari,2016/2017,Spanish,349.35
