Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,House,Q4,November,Minnesota,Hastings,1.7
Residential,House,Q3,October,Maryland,Baltimore,7.01
Residential,House,Q4,July,Minnesota,Aberdeen,18.89
Residential,House,Q3,August,Maryland,Hastings,22.91
Service,Hotel,Q4,November,Minnesota,Hastings,23.61
Service,Hotel,Q3,October,Maryland,Baltimore,25.99
Service,Hotel,Q4,July,Minnesota,Aberdeen,31.8
Service,Hotel,Q3,August,Maryland,Hastings,32.25
Culture,Administration,Q4,November,Minnesota,Hastings,37.87
Culture,Administration,Q3,October,Maryland,Baltimore,40.64
Culture,Administration,Q4,July,Minnesota,Aberdeen,43.94
Culture,Administration,Q3,August,Maryland,Hastings,51.4
Residential,Library,Q4,November,Minnesota,Hastings,52.39
Residential,Library,Q3,October,Maryland,Baltimore,52.03
Residential,Library,Q4,July,Minnesota,Aberdeen,54.16
Residential,Library,Q3,August,Maryland,Hastings,55.63
Service,School,Q4,November,Minnesota,Hastings,56.91
Service,School,Q3,October,Maryland,Baltimore,60.77
Service,School,Q4,July,Minnesota,Aberdeen,60.11
Service,School,Q3,August,Maryland,Hastings,61.88
Culture,Theatre,Q4,November,Minnesota,Hastings,65.77
Culture,Theatre,Q3,October,Maryland,Baltimore,66.11
Culture,Theatre,Q4,July,Minnesota,Aberdeen,71.03
Culture,Theatre,Q3,August,Maryland,Hastings,74.39
Residential,Concert,Q4,November,Minnesota,Hastings,77.3
Residential,Concert,Q3,October,Maryland,Baltimore,78.45
Residential,Concert,Q4,July,Minnesota,Aberdeen,81.6
Residential,Concert,Q3,August,Maryland,Hastings,84.85
Service,Museum,Q4,November,Minnesota,Hastings,88.61
Service,Museum,Q3,October,Maryland,Baltimore,90.13
Service,Museum,Q4,July,Minnesota,Aberdeen,99.29
Service,Museum,Q3,August,Maryland,Hastings,99.68
