Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2018,Dairy,Cream,133.39
Export,2018,Meat,Cheese,138.35
Export,2018,Cereals,Camel,139.4
Export,2018,Dairy,Pork,270.84
Export,2018,Meat,Duck,270.42
Export,2018,Cereals,Rice,538.49
Export,2018,Dairy,Soybeans,671.63
Export,2018,Meat,Cream,161.04
Export,2018,Cereals,Cheese,37.65
Export,2020,Dairy,Cream,934.76
Export,2020,Meat,Cheese,684.05
Export,2020,Cereals,Camel,52.51
Export,2020,Dairy,Pork,696.2
Export,2020,Meat,Duck,186.91
Export,2020,Cereals,Rice,956.11
Export,2020,Dairy,Soybeans,572.72
Export,2020,Meat,Cream,958.95
Export,2020,Cereals,Cheese,190.28
Export,2018,Dairy,Cream,65.8
Export,2018,Meat,Cheese,580.13
Export,2018,Cereals,Camel,594.43
Export,2018,Dairy,Pork,724.49
Export,2018,Meat,Duck,726.93
Export,2018,Cereals,Rice,223.46
Export,2018,Dairy,Soybeans,226.21
Export,2018,Meat,Cream,228.52
Export,2018,Cereals,Cheese,760.81
