State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Massachusetts,Lenox,2017,Air,Noise,1.92
Massachusetts,Lenox,2017,Water,Thermal,7.99
Massachusetts,Lenox,2017,Soil,Light,11.67
Massachusetts,Lenox,2017,Air,Groundwater,27.64
Massachusetts,Lenox,2017,Water,Surface water,-99.63
Massachusetts,Lenox,2017,Soil,Chemical,-98.68
Massachusetts,Lenox,2017,Air,Industrial,29.35
Massachusetts,Lenox,2017,Water,Inorganic Fertilizers,31.17
Massachusetts,Lenox,2017,Soil,Solid Waste,-91.02
Massachusetts,Lenox,2017,Air,Urban Activities,-90.33
Massachusetts,Lenox,2017,Water,Noise,38.19
Massachusetts,Lenox,2017,Soil,Thermal,-88.96
Florida,Boston,2020,Air,Noise,39.68
Florida,Boston,2020,Water,Thermal,42.13
Florida,Boston,2020,Soil,Light,-86.87
Florida,Boston,2020,Air,Groundwater,-88.84
Florida,Boston,2020,Water,Surface water,-82.59
Florida,Boston,2020,Soil,Chemical,50.81
Florida,Boston,2020,Air,Industrial,-76.73
Florida,Boston,2020,Water,Inorganic Fertilizers,-75.59
Florida,Boston,2020,Soil,Solid Waste,54.34
Florida,Boston,2020,Air,Urban Activities,56.85
Florida,Boston,2020,Water,Noise,59.54
Florida,Boston,2020,Soil,Thermal,-64.2
Massachusetts,Tampa,2015,Air,Noise,64.67
Massachusetts,Tampa,2015,Water,Thermal,-62.39
Massachusetts,Tampa,2015,Soil,Light,70.28
Massachusetts,Tampa,2015,Air,Groundwater,-55.46
Massachusetts,Tampa,2015,Water,Surface water,-54.03
Massachusetts,Tampa,2015,Soil,Chemical,76.55
Massachusetts,Tampa,2015,Air,Industrial,76.29
Massachusetts,Tampa,2015,Water,Inorganic Fertilizers,-48.26
Massachusetts,Tampa,2015,Soil,Solid Waste,-44.58
Massachusetts,Tampa,2015,Air,Urban Activities,86.05
Massachusetts,Tampa,2015,Water,Noise,87.33
Massachusetts,Tampa,2015,Soil,Thermal,-40.44
Florida,Fort Lauderdale,2016,Air,Noise,90.84
Florida,Fort Lauderdale,2016,Water,Thermal,-37.04
Florida,Fort Lauderdale,2016,Soil,Light,95.85
Florida,Fort Lauderdale,2016,Air,Groundwater,-30.61
Florida,Fort Lauderdale,2016,Water,Surface water,-29.48
Florida,Fort Lauderdale,2016,Soil,Chemical,-28.74
Florida,Fort Lauderdale,2016,Air,Industrial,-27.65
Florida,Fort Lauderdale,2016,Water,Inorganic Fertilizers,-22.81
Florida,Fort Lauderdale,2016,Soil,Solid Waste,-3.09
Florida,Fort Lauderdale,2016,Air,Urban Activities,-14.64
Florida,Fort Lauderdale,2016,Water,Noise,-7.37
Florida,Fort Lauderdale,2016,Soil,Thermal,-3.85
