Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Library,Q4,December,Georgia,Washington,0.75
Service,Library,Q2,October,Georgia,Washington,1.55
Service,Library,Q1,November,Georgia,Washington,2.59
Service,Library,Q4,May,Georgia,Washington,2.17
Service,Library,Q2,June,Georgia,Washington,3.57
Service,Library,Q1,April,Georgia,Washington,9.64
Service,Library,Q4,January,Georgia,Washington,14.4
Service,Library,Q2,March,Georgia,Washington,16.38
Service,Library,Q1,December,Georgia,Washington,17.5
Production,School,Q4,December,Georgia,Washington,19.32
Production,School,Q2,October,Georgia,Washington,23.38
Production,School,Q1,November,Georgia,Washington,29.5
Production,School,Q4,May,Georgia,Washington,30.31
Production,School,Q2,June,Georgia,Washington,31.4
Production,School,Q1,April,Georgia,Washington,33.83
Production,School,Q4,January,Georgia,Washington,35.21
Production,School,Q2,March,Georgia,Washington,43.85
Production,School,Q1,December,Georgia,Washington,44.15
Service,Hospital,Q4,December,Georgia,Washington,46.08
Service,Hospital,Q2,October,Georgia,Washington,51.34
Service,Hospital,Q1,November,Georgia,Washington,51.95
Service,Hospital,Q4,May,Georgia,Washington,55.08
Service,Hospital,Q2,June,Georgia,Washington,57.18
Service,Hospital,Q1,April,Georgia,Washington,58.93
Service,Hospital,Q4,January,Georgia,Washington,61.07
Service,Hospital,Q2,March,Georgia,Washington,62.49
Service,Hospital,Q1,December,Georgia,Washington,62.82
Production,Factory,Q4,December,Georgia,Washington,61.38
Production,Factory,Q2,October,Georgia,Washington,67.93
Production,Factory,Q1,November,Georgia,Washington,70.4
Production,Factory,Q4,May,Georgia,Washington,74.15
Production,Factory,Q2,June,Georgia,Washington,75.19
Production,Factory,Q1,April,Georgia,Washington,76.15
Production,Factory,Q4,January,Georgia,Washington,77.17
Production,Factory,Q2,March,Georgia,Washington,79.71
Production,Factory,Q1,December,Georgia,Washington,83.57
Service,Workshop,Q4,December,Georgia,Washington,84.3
Service,Workshop,Q2,October,Georgia,Washington,87.52
Service,Workshop,Q1,November,Georgia,Washington,88.91
Service,Workshop,Q4,May,Georgia,Washington,87.34
Service,Workshop,Q2,June,Georgia,Washington,90.99
Service,Workshop,Q1,April,Georgia,Washington,94.64
Service,Workshop,Q4,January,Georgia,Washington,94.76
Service,Workshop,Q2,March,Georgia,Washington,96.83
Service,Workshop,Q1,December,Georgia,Washington,97.07
