Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2021,Cereals,Rice,515.5
Export,2021,Beverage,Wheat,772.14
Export,2021,Dairy,Soybeans,262.99
Export,2021,Cereals,Coffee,519.83
Export,2021,Beverage,Soda,137.3
Export,2021,Dairy,Tea,781.44
Export,2021,Cereals,Cream,526.1
Export,2021,Beverage,Butter,656.81
Export,2021,Dairy,Rice,406.86
Export,2015,Cereals,Rice,302.49
Export,2015,Beverage,Wheat,945.61
Export,2015,Dairy,Soybeans,823.26
Export,2015,Cereals,Coffee,315.61
Export,2015,Beverage,Soda,576.31
Export,2015,Dairy,Tea,577.25
Export,2015,Cereals,Cream,77.41
Export,2015,Beverage,Butter,465.25
Export,2015,Dairy,Rice,977.1
Export,2021,Cereals,Rice,725.54
Export,2021,Beverage,Wheat,606.91
Export,2021,Dairy,Soybeans,226.48
Export,2021,Cereals,Coffee,492.25
Export,2021,Beverage,Soda,237.19
Export,2021,Dairy,Tea,366.13
Export,2021,Cereals,Cream,239.8
Export,2021,Beverage,Butter,754.96
Export,2021,Dairy,Rice,754.53
