Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q1,February,3.6
Production,Workshop,Q3,March,9.64
Production,Workshop,Q2,January,9.76
Production,Workshop,Q1,August,18.67
Production,Workshop,Q3,July,23.64
Production,Workshop,Q2,September,24.76
Production,Workshop,Q1,June,29.81
Production,Workshop,Q3,April,30.24
Production,Workshop,Q2,May,33.27
Service,Factory,Q1,February,34.05
Service,Factory,Q3,March,37.11
Service,Factory,Q2,January,38.22
Service,Factory,Q1,August,39.67
Service,Factory,Q3,July,45.79
Service,Factory,Q2,September,46.16
Service,Factory,Q1,June,46.39
Service,Factory,Q3,April,49.44
Service,Factory,Q2,May,52.46
Production,Library,Q1,February,53.58
Production,Library,Q3,March,57.66
Production,Library,Q2,January,58.45
Production,Library,Q1,August,60.2
Production,Library,Q3,July,62.43
Production,Library,Q2,September,63.63
Production,Library,Q1,June,63.9
Production,Library,Q3,April,64.95
Production,Library,Q2,May,67.64
Service,Administration,Q1,February,70.78
Service,Administration,Q3,March,75.78
Service,Administration,Q2,January,76.13
Service,Administration,Q1,August,79.21
Service,Administration,Q3,July,80.74
Service,Administration,Q2,September,84.46
Service,Administration,Q1,June,91.49
Service,Administration,Q3,April,96.89
Service,Administration,Q2,May,99.32
