Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q1,February,Florida,Fort Lauderdale,0.44
Service,School,Q3,March,Florida,Fort Lauderdale,2.63
Service,School,Q1,January,Florida,Fort Lauderdale,4.23
Service,School,Q3,July,Florida,Fort Lauderdale,5.51
Service,School,Q1,September,Florida,Fort Lauderdale,11.91
Service,School,Q3,August,Florida,Fort Lauderdale,13.76
Production,Library,Q1,February,Florida,Fort Lauderdale,16.81
Production,Library,Q3,March,Florida,Fort Lauderdale,17.61
Production,Library,Q1,January,Florida,Fort Lauderdale,21.36
Production,Library,Q3,July,Florida,Fort Lauderdale,22.62
Production,Library,Q1,September,Florida,Fort Lauderdale,27.32
Production,Library,Q3,August,Florida,Fort Lauderdale,27.21
Residential,Factory,Q1,February,Florida,Fort Lauderdale,29.63
Residential,Factory,Q3,March,Florida,Fort Lauderdale,31.82
Residential,Factory,Q1,January,Florida,Fort Lauderdale,31.02
Residential,Factory,Q3,July,Florida,Fort Lauderdale,34.67
Residential,Factory,Q1,September,Florida,Fort Lauderdale,35.26
Residential,Factory,Q3,August,Florida,Fort Lauderdale,37.21
Service,Workshop,Q1,February,Florida,Fort Lauderdale,37.87
Service,Workshop,Q3,March,Florida,Fort Lauderdale,39.26
Service,Workshop,Q1,January,Florida,Fort Lauderdale,42.11
Service,Workshop,Q3,July,Florida,Fort Lauderdale,43.11
Service,Workshop,Q1,September,Florida,Fort Lauderdale,43.76
Service,Workshop,Q3,August,Florida,Fort Lauderdale,44.77
Production,Hotel,Q1,February,Florida,Fort Lauderdale,43.78
Production,Hotel,Q3,March,Florida,Fort Lauderdale,58.65
Production,Hotel,Q1,January,Florida,Fort Lauderdale,60.73
Production,Hotel,Q3,July,Florida,Fort Lauderdale,63.06
Production,Hotel,Q1,September,Florida,Fort Lauderdale,67.62
Production,Hotel,Q3,August,Florida,Fort Lauderdale,68.1
Residential,Apartment,Q1,February,Florida,Fort Lauderdale,69.76
Residential,Apartment,Q3,March,Florida,Fort Lauderdale,70.8
Residential,Apartment,Q1,January,Florida,Fort Lauderdale,76.42
Residential,Apartment,Q3,July,Florida,Fort Lauderdale,76.39
Residential,Apartment,Q1,September,Florida,Fort Lauderdale,81.25
Residential,Apartment,Q3,August,Florida,Fort Lauderdale,83.84
Service,House,Q1,February,Florida,Fort Lauderdale,83.62
Service,House,Q3,March,Florida,Fort Lauderdale,90.33
Service,House,Q1,January,Florida,Fort Lauderdale,96.52
Service,House,Q3,July,Florida,Fort Lauderdale,97.11
Service,House,Q1,September,Florida,Fort Lauderdale,98.13
Service,House,Q3,August,Florida,Fort Lauderdale,99.91
