State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Nevada,Las Vegas,Air,Thermal,2.9
Nevada,Las Vegas,Water,Noise,2.56
Nevada,Las Vegas,Soil,Oxygen-depletion,4.29
Nevada,Las Vegas,Air,Groundwater,5.48
Nevada,Las Vegas,Water,Chemical,11.34
Nevada,Las Vegas,Soil,Surface water,12.06
Nevada,Las Vegas,Air,Inferior Irrigation,11.41
Nevada,Las Vegas,Water,Industrial,16.26
Nevada,Las Vegas,Soil,Thermal,18.16
Nevada,Las Vegas,Air,Noise,18.55
Nevada,Las Vegas,Water,Oxygen-depletion,21.05
Nevada,Las Vegas,Soil,Groundwater,23.39
Minnesota,Boulder City,Air,Thermal,25.88
Minnesota,Boulder City,Water,Noise,27.76
Minnesota,Boulder City,Soil,Oxygen-depletion,29.0
Minnesota,Boulder City,Air,Groundwater,31.26
Minnesota,Boulder City,Water,Chemical,36.55
Minnesota,Boulder City,Soil,Surface water,38.59
Minnesota,Boulder City,Air,Inferior Irrigation,46.88
Minnesota,Boulder City,Water,Industrial,52.04
Minnesota,Boulder City,Soil,Thermal,53.72
Minnesota,Boulder City,Air,Noise,55.89
Minnesota,Boulder City,Water,Oxygen-depletion,59.43
Minnesota,Boulder City,Soil,Groundwater,60.9
Illinois,Reno,Air,Thermal,61.2
Illinois,Reno,Water,Noise,61.66
Illinois,Reno,Soil,Oxygen-depletion,61.67
Illinois,Reno,Air,Groundwater,60.14
Illinois,Reno,Water,Chemical,66.2
Illinois,Reno,Soil,Surface water,68.22
Illinois,Reno,Air,Inferior Irrigation,69.0
Illinois,Reno,Water,Industrial,68.25
Illinois,Reno,Soil,Thermal,72.92
Illinois,Reno,Air,Noise,73.25
Illinois,Reno,Water,Oxygen-depletion,74.84
Illinois,Reno,Soil,Groundwater,74.02
Nevada,Rochester,Air,Thermal,77.85
Nevada,Rochester,Water,Noise,80.35
Nevada,Rochester,Soil,Oxygen-depletion,82.07
Nevada,Rochester,Air,Groundwater,89.7
Nevada,Rochester,Water,Chemical,90.47
Nevada,Rochester,Soil,Surface water,89.17
Nevada,Rochester,Air,Inferior Irrigation,97.56
Nevada,Rochester,Water,Industrial,99.9
Nevada,Rochester,Soil,Thermal,0.37
Nevada,Rochester,Air,Noise,0.68
Nevada,Rochester,Water,Oxygen-depletion,-98.33
Nevada,Rochester,Soil,Groundwater,-98.87
Minnesota,Minneapolis,Air,Thermal,-98.24
Minnesota,Minneapolis,Water,Noise,-96.1
Minnesota,Minneapolis,Soil,Oxygen-depletion,-94.55
Minnesota,Minneapolis,Air,Groundwater,-92.25
Minnesota,Minneapolis,Water,Chemical,-92.42
Minnesota,Minneapolis,Soil,Surface water,-90.02
Minnesota,Minneapolis,Air,Inferior Irrigation,-89.4
Minnesota,Minneapolis,Water,Industrial,-92.24
Minnesota,Minneapolis,Soil,Thermal,-83.77
Minnesota,Minneapolis,Air,Noise,-80.6
Minnesota,Minneapolis,Water,Oxygen-depletion,-77.15
Minnesota,Minneapolis,Soil,Groundwater,-76.52
Illinois,Hastings,Air,Thermal,-76.72
Illinois,Hastings,Water,Noise,-73.98
Illinois,Hastings,Soil,Oxygen-depletion,-72.69
Illinois,Hastings,Air,Groundwater,-70.02
Illinois,Hastings,Water,Chemical,-66.48
Illinois,Hastings,Soil,Surface water,-65.51
Illinois,Hastings,Air,Inferior Irrigation,-64.97
Illinois,Hastings,Water,Industrial,-66.72
Illinois,Hastings,Soil,Thermal,-62.81
Illinois,Hastings,Air,Noise,-61.14
Illinois,Hastings,Water,Oxygen-depletion,-60.14
Illinois,Hastings,Soil,Groundwater,-58.11
Nevada,Chicago,Air,Thermal,-54.62
Nevada,Chicago,Water,Noise,-54.35
Nevada,Chicago,Soil,Oxygen-depletion,-49.22
Nevada,Chicago,Air,Groundwater,-48.58
Nevada,Chicago,Water,Chemical,-45.52
Nevada,Chicago,Soil,Surface water,-45.21
Nevada,Chicago,Air,Inferior Irrigation,-44.57
Nevada,Chicago,Water,Industrial,-41.35
Nevada,Chicago,Soil,Thermal,-40.48
Nevada,Chicago,Air,Noise,-36.81
Nevada,Chicago,Water,Oxygen-depletion,-36.97
Nevada,Chicago,Soil,Groundwater,-35.63
Minnesota,Champaign,Air,Thermal,-36.18
Minnesota,Champaign,Water,Noise,-32.37
Minnesota,Champaign,Soil,Oxygen-depletion,-24.79
Minnesota,Champaign,Air,Groundwater,-23.58
Minnesota,Champaign,Water,Chemical,-20.88
Minnesota,Champaign,Soil,Surface water,-18.85
Minnesota,Champaign,Air,Inferior Irrigation,-16.42
Minnesota,Champaign,Water,Industrial,-14.15
Minnesota,Champaign,Soil,Thermal,-14.46
Minnesota,Champaign,Air,Noise,-7.09
Minnesota,Champaign,Water,Oxygen-depletion,-2.05
Minnesota,Champaign,Soil,Groundwater,-1.71
