State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Minnesota,Rochester,Soil,Industrial,1.99
Minnesota,Rochester,Air,Urban Activities,4.71
Minnesota,Rochester,Water,Solid Waste,7.05
Minnesota,Rochester,Soil,Inorganic Fertilizers,12.38
Minnesota,Rochester,Air,Inferior Irrigation,13.56
Minnesota,Rochester,Water,Noise,20.33
Minnesota,Rochester,Soil,Thermal,21.99
Minnesota,Rochester,Air,Groundwater,22.67
Minnesota,Rochester,Water,Surface water,23.59
Minnesota,Rochester,Soil,Chemical,24.13
Minnesota,Rochester,Air,Oxygen-depletion,23.77
Minnesota,Rochester,Water,Industrial,28.55
Minnesota,Rochester,Soil,Urban Activities,32.1
Minnesota,Rochester,Air,Solid Waste,33.14
Minnesota,Rochester,Water,Inorganic Fertilizers,32.19
Maryland,Minneapolis,Soil,Industrial,36.57
Maryland,Minneapolis,Air,Urban Activities,37.85
Maryland,Minneapolis,Water,Solid Waste,39.74
Maryland,Minneapolis,Soil,Inorganic Fertilizers,41.49
Maryland,Minneapolis,Air,Inferior Irrigation,42.27
Maryland,Minneapolis,Water,Noise,41.13
Maryland,Minneapolis,Soil,Thermal,43.86
Maryland,Minneapolis,Air,Groundwater,45.64
Maryland,Minneapolis,Water,Surface water,45.05
Maryland,Minneapolis,Soil,Chemical,47.08
Maryland,Minneapolis,Air,Oxygen-depletion,48.24
Maryland,Minneapolis,Water,Industrial,-4.39
Maryland,Minneapolis,Soil,Urban Activities,50.35
Maryland,Minneapolis,Air,Solid Waste,54.04
Maryland,Minneapolis,Water,Inorganic Fertilizers,59.28
Massachusetts,Baltimore,Soil,Industrial,60.64
Massachusetts,Baltimore,Air,Urban Activities,61.36
Massachusetts,Baltimore,Water,Solid Waste,64.87
Massachusetts,Baltimore,Soil,Inorganic Fertilizers,65.67
Massachusetts,Baltimore,Air,Inferior Irrigation,67.77
Massachusetts,Baltimore,Water,Noise,68.28
Massachusetts,Baltimore,Soil,Thermal,67.13
Massachusetts,Baltimore,Air,Groundwater,67.93
Massachusetts,Baltimore,Water,Surface water,71.11
Massachusetts,Baltimore,Soil,Chemical,77.66
Massachusetts,Baltimore,Air,Oxygen-depletion,80.52
Massachusetts,Baltimore,Water,Industrial,82.16
Massachusetts,Baltimore,Soil,Urban Activities,85.37
Massachusetts,Baltimore,Air,Solid Waste,85.19
Massachusetts,Baltimore,Water,Inorganic Fertilizers,86.93
Minnesota,Columbia,Soil,Industrial,91.48
Minnesota,Columbia,Air,Urban Activities,92.07
Minnesota,Columbia,Water,Solid Waste,94.9
Minnesota,Columbia,Soil,Inorganic Fertilizers,95.25
Minnesota,Columbia,Air,Inferior Irrigation,96.9
Minnesota,Columbia,Water,Noise,97.45
Minnesota,Columbia,Soil,Thermal,98.26
Minnesota,Columbia,Air,Groundwater,-0.93
Minnesota,Columbia,Water,Surface water,-0.59
Minnesota,Columbia,Soil,Chemical,-99.93
Minnesota,Columbia,Air,Oxygen-depletion,-94.74
Minnesota,Columbia,Water,Industrial,-88.71
Minnesota,Columbia,Soil,Urban Activities,-86.61
Minnesota,Columbia,Air,Solid Waste,-85.01
Minnesota,Columbia,Water,Inorganic Fertilizers,-80.97
Maryland,Cambridge,Soil,Industrial,-77.11
Maryland,Cambridge,Air,Urban Activities,-73.12
Maryland,Cambridge,Water,Solid Waste,-68.08
Maryland,Cambridge,Soil,Inorganic Fertilizers,-66.78
Maryland,Cambridge,Air,Inferior Irrigation,-62.4
Maryland,Cambridge,Water,Noise,-62.99
Maryland,Cambridge,Soil,Thermal,-56.27
Maryland,Cambridge,Air,Groundwater,-55.83
Maryland,Cambridge,Water,Surface water,-50.01
Maryland,Cambridge,Soil,Chemical,-45.5
Maryland,Cambridge,Air,Oxygen-depletion,-42.8
Maryland,Cambridge,Water,Industrial,-42.27
Maryland,Cambridge,Soil,Urban Activities,-39.8
Maryland,Cambridge,Air,Solid Waste,-38.69
Maryland,Cambridge,Water,Inorganic Fertilizers,-36.3
Massachusetts,Boston,Soil,Industrial,-34.75
Massachusetts,Boston,Air,Urban Activities,-32.42
Massachusetts,Boston,Water,Solid Waste,-30.88
Massachusetts,Boston,Soil,Inorganic Fertilizers,-29.93
Massachusetts,Boston,Air,Inferior Irrigation,-27.55
Massachusetts,Boston,Water,Noise,-25.43
Massachusetts,Boston,Soil,Thermal,-23.17
Massachusetts,Boston,Air,Groundwater,-16.37
Massachusetts,Boston,Water,Surface water,-15.77
Massachusetts,Boston,Soil,Chemical,-10.36
Massachusetts,Boston,Air,Oxygen-depletion,-8.23
Massachusetts,Boston,Water,Industrial,-7.5
Massachusetts,Boston,Soil,Urban Activities,-4.48
Massachusetts,Boston,Air,Solid Waste,-3.28
Massachusetts,Boston,Water,Inorganic Fertilizers,-2.7
