State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Oregon,Portland,Air,Noise,0.49
Oregon,Portland,Soil,Light,6.99
Oregon,Portland,Water,Thermal,12.59
Oregon,Portland,Air,Urban Activities,16.84
Oregon,Portland,Soil,Inferior Irrigation,21.34
Oregon,Portland,Water,Chemical,22.47
Oregon,Portland,Air,Oxygen-depletion,27.26
Oregon,Portland,Soil,Noise,-99.86
Oregon,Portland,Water,Light,35.42
California,Salem,Air,Noise,-92.2
California,Salem,Soil,Light,-91.65
California,Salem,Water,Thermal,36.54
California,Salem,Air,Urban Activities,-89.98
California,Salem,Soil,Inferior Irrigation,39.73
California,Salem,Water,Chemical,-91.6
California,Salem,Air,Oxygen-depletion,45.61
California,Salem,Soil,Noise,-81.49
California,Salem,Water,Light,48.98
Oregon,Berkeley,Air,Noise,-79.85
Oregon,Berkeley,Soil,Light,47.04
Oregon,Berkeley,Water,Thermal,-77.49
Oregon,Berkeley,Air,Urban Activities,53.34
Oregon,Berkeley,Soil,Inferior Irrigation,-75.87
Oregon,Berkeley,Water,Chemical,57.62
Oregon,Berkeley,Air,Oxygen-depletion,-70.84
Oregon,Berkeley,Soil,Noise,-68.47
Oregon,Berkeley,Water,Light,65.33
California,Los-Angeles,Air,Noise,-61.23
California,Los-Angeles,Soil,Light,70.56
California,Los-Angeles,Water,Thermal,72.32
California,Los-Angeles,Air,Urban Activities,-55.62
California,Los-Angeles,Soil,Inferior Irrigation,79.95
California,Los-Angeles,Water,Chemical,-49.4
California,Los-Angeles,Air,Oxygen-depletion,79.92
California,Los-Angeles,Soil,Noise,-41.53
California,Los-Angeles,Water,Light,88.94
Oregon,Malibu,Air,Noise,-36.07
Oregon,Malibu,Soil,Light,-36.0
Oregon,Malibu,Water,Thermal,-34.16
Oregon,Malibu,Air,Urban Activities,-33.93
Oregon,Malibu,Soil,Inferior Irrigation,96.93
Oregon,Malibu,Water,Chemical,-30.47
Oregon,Malibu,Air,Oxygen-depletion,-19.57
Oregon,Malibu,Soil,Noise,-18.81
Oregon,Malibu,Water,Light,-14.13
