Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Concert,Q3,September,Illinois,Springfield,4.96
Culture,Concert,Q2,July,Georgia,Columbus,9.28
Culture,Concert,Q4,August,Illinois,Washington,9.61
Culture,Concert,Q3,May,Georgia,Springfield,11.78
Culture,Concert,Q2,June,Illinois,Columbus,10.58
Culture,Concert,Q4,April,Georgia,Washington,13.38
Culture,Concert,Q3,December,Illinois,Springfield,17.97
Culture,Concert,Q2,October,Georgia,Columbus,23.49
Culture,Concert,Q4,September,Illinois,Washington,29.14
Service,Theatre,Q3,September,Illinois,Springfield,31.14
Service,Theatre,Q2,July,Georgia,Columbus,32.45
Service,Theatre,Q4,August,Illinois,Washington,38.4
Service,Theatre,Q3,May,Georgia,Springfield,39.13
Service,Theatre,Q2,June,Illinois,Columbus,42.24
Service,Theatre,Q4,April,Georgia,Washington,48.97
Service,Theatre,Q3,December,Illinois,Springfield,48.23
Service,Theatre,Q2,October,Georgia,Columbus,52.12
Service,Theatre,Q4,September,Illinois,Washington,57.06
Culture,Hospital,Q3,September,Illinois,Springfield,57.47
Culture,Hospital,Q2,July,Georgia,Columbus,59.97
Culture,Hospital,Q4,August,Illinois,Washington,63.32
Culture,Hospital,Q3,May,Georgia,Springfield,64.97
Culture,Hospital,Q2,June,Illinois,Columbus,68.77
Culture,Hospital,Q4,April,Georgia,Washington,68.62
Culture,Hospital,Q3,December,Illinois,Springfield,72.91
Culture,Hospital,Q2,October,Georgia,Columbus,74.61
Culture,Hospital,Q4,September,Illinois,Washington,75.45
Service,Library,Q3,September,Illinois,Springfield,80.69
Service,Library,Q2,July,Georgia,Columbus,89.47
Service,Library,Q4,August,Illinois,Washington,90.69
Service,Library,Q3,May,Georgia,Springfield,91.47
Service,Library,Q2,June,Illinois,Columbus,92.56
Service,Library,Q4,April,Georgia,Washington,93.87
Service,Library,Q3,December,Illinois,Springfield,96.61
Service,Library,Q2,October,Georgia,Columbus,96.69
Service,Library,Q4,September,Illinois,Washington,97.04
