Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2022,Meat,Chicken,772.4
Import,2022,Beverage,Pork,518.4
Import,2022,Meat,Lamb,264.93
Import,2022,Beverage,Soda,784.67
Import,2022,Meat,Coffee,532.05
Import,2022,Beverage,Tea,279.45
Import,2017,Meat,Chicken,794.23
Import,2017,Beverage,Pork,924.26
Import,2017,Meat,Lamb,678.39
Import,2017,Beverage,Soda,680.27
Import,2017,Meat,Coffee,553.12
Import,2017,Beverage,Tea,168.49
Import,2018,Meat,Chicken,556.31
Import,2018,Beverage,Pork,958.62
Import,2018,Meat,Lamb,959.02
Import,2018,Beverage,Soda,968.67
Import,2018,Meat,Coffee,73.06
Import,2018,Beverage,Tea,76.13
Import,2022,Meat,Chicken,228.06
Import,2022,Beverage,Pork,105.05
Import,2022,Meat,Lamb,746.96
Import,2022,Beverage,Soda,745.12
Import,2022,Meat,Coffee,621.07
Import,2022,Beverage,Tea,111.61
