Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q3,July,Massachusetts,Lenox,0.37
Residential,Apartment,Q4,September,Minnesota,Hastings,3.37
Residential,Apartment,Q2,August,Massachusetts,Lenox,5.35
Residential,Apartment,Q3,October,Minnesota,Hastings,5.26
Residential,Apartment,Q4,December,Massachusetts,Lenox,8.65
Residential,Apartment,Q2,April,Minnesota,Hastings,8.91
Residential,Apartment,Q3,May,Massachusetts,Lenox,9.78
Residential,Apartment,Q4,June,Minnesota,Hastings,11.22
Residential,Apartment,Q2,July,Massachusetts,Lenox,19.28
Production,Hotel,Q3,July,Massachusetts,Lenox,20.17
Production,Hotel,Q4,September,Minnesota,Hastings,20.71
Production,Hotel,Q2,August,Massachusetts,Lenox,21.53
Production,Hotel,Q3,October,Minnesota,Hastings,23.85
Production,Hotel,Q4,December,Massachusetts,Lenox,24.04
Production,Hotel,Q2,April,Minnesota,Hastings,25.98
Production,Hotel,Q3,May,Massachusetts,Lenox,22.05
Production,Hotel,Q4,June,Minnesota,Hastings,27.16
Production,Hotel,Q2,July,Massachusetts,Lenox,28.99
Service,Factory,Q3,July,Massachusetts,Lenox,29.45
Service,Factory,Q4,September,Minnesota,Hastings,33.15
Service,Factory,Q2,August,Massachusetts,Lenox,35.0
Service,Factory,Q3,October,Minnesota,Hastings,39.34
Service,Factory,Q4,December,Massachusetts,Lenox,39.81
Service,Factory,Q2,April,Minnesota,Hastings,41.61
Service,Factory,Q3,May,Massachusetts,Lenox,39.42
Service,Factory,Q4,June,Minnesota,Hastings,40.57
Service,Factory,Q2,July,Massachusetts,Lenox,47.92
Residential,Workshop,Q3,July,Massachusetts,Lenox,49.82
Residential,Workshop,Q4,September,Minnesota,Hastings,50.42
Residential,Workshop,Q2,August,Massachusetts,Lenox,52.89
Residential,Workshop,Q3,October,Minnesota,Hastings,52.38
Residential,Workshop,Q4,December,Massachusetts,Lenox,57.23
Residential,Workshop,Q2,April,Minnesota,Hastings,58.91
Residential,Workshop,Q3,May,Massachusetts,Lenox,62.55
Residential,Workshop,Q4,June,Minnesota,Hastings,62.11
Residential,Workshop,Q2,July,Massachusetts,Lenox,64.29
Production,Hospital,Q3,July,Massachusetts,Lenox,66.74
Production,Hospital,Q4,September,Minnesota,Hastings,66.63
Production,Hospital,Q2,August,Massachusetts,Lenox,68.55
Production,Hospital,Q3,October,Minnesota,Hastings,69.12
Production,Hospital,Q4,December,Massachusetts,Lenox,67.84
Production,Hospital,Q2,April,Minnesota,Hastings,74.57
Production,Hospital,Q3,May,Massachusetts,Lenox,76.14
Production,Hospital,Q4,June,Minnesota,Hastings,77.94
Production,Hospital,Q2,July,Massachusetts,Lenox,80.69
Service,Library,Q3,July,Massachusetts,Lenox,82.75
Service,Library,Q4,September,Minnesota,Hastings,84.06
Service,Library,Q2,August,Massachusetts,Lenox,84.53
Service,Library,Q3,October,Minnesota,Hastings,86.84
Service,Library,Q4,December,Massachusetts,Lenox,88.47
Service,Library,Q2,April,Minnesota,Hastings,89.45
Service,Library,Q3,May,Massachusetts,Lenox,89.14
Service,Library,Q4,June,Minnesota,Hastings,98.6
Service,Library,Q2,July,Massachusetts,Lenox,20.35
