Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q1,March,0.65
Culture,Concert,Q4,February,2.29
Culture,Concert,Q1,November,4.45
Culture,Concert,Q4,October,5.79
Culture,Concert,Q1,December,5.54
Culture,Concert,Q4,March,5.68
Service,Museum,Q1,March,8.08
Service,Museum,Q4,February,4.86
Service,Museum,Q1,November,7.46
Service,Museum,Q4,October,11.76
Service,Museum,Q1,December,11.71
Service,Museum,Q4,March,11.1
Residential,Theatre,Q1,March,14.26
Residential,Theatre,Q4,February,21.62
Residential,Theatre,Q1,November,24.97
Residential,Theatre,Q4,October,27.08
Residential,Theatre,Q1,December,27.95
Residential,Theatre,Q4,March,39.34
Culture,Administration,Q1,March,40.34
Culture,Administration,Q4,February,40.0
Culture,Administration,Q1,November,42.82
Culture,Administration,Q4,October,46.65
Culture,Administration,Q1,December,48.34
Culture,Administration,Q4,March,50.53
Service,Hospital,Q1,March,51.98
Service,Hospital,Q4,February,50.42
Service,Hospital,Q1,November,52.39
Service,Hospital,Q4,October,54.23
Service,Hospital,Q1,December,56.16
Service,Hospital,Q4,March,59.28
Residential,Library,Q1,March,63.4
Residential,Library,Q4,February,64.11
Residential,Library,Q1,November,0.1
Residential,Library,Q4,October,70.42
Residential,Library,Q1,December,74.07
Residential,Library,Q4,March,80.01
Culture,Apartment,Q1,March,81.08
Culture,Apartment,Q4,February,80.04
Culture,Apartment,Q1,November,87.72
Culture,Apartment,Q4,October,88.26
Culture,Apartment,Q1,December,89.44
Culture,Apartment,Q4,March,91.45
Service,House,Q1,March,92.29
Service,House,Q4,February,96.3
Service,House,Q1,November,96.81
Service,House,Q4,October,98.9
Service,House,Q1,December,99.83
Service,House,Q4,March,97.87
