Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q3,July,5.87
Production,Workshop,Q1,August,9.55
Production,Workshop,Q3,September,13.33
Production,Workshop,Q1,January,16.67
Production,Workshop,Q3,March,20.18
Production,Workshop,Q1,February,21.77
Service,Factory,Q3,July,28.2
Service,Factory,Q1,August,30.56
Service,Factory,Q3,September,31.88
Service,Factory,Q1,January,0.05
Service,Factory,Q3,March,36.66
Service,Factory,Q1,February,44.13
Production,Library,Q3,July,44.88
Production,Library,Q1,August,46.36
Production,Library,Q3,September,46.79
Production,Library,Q1,January,47.81
Production,Library,Q3,March,51.75
Production,Library,Q1,February,53.33
Service,School,Q3,July,54.83
Service,School,Q1,August,54.51
Service,School,Q3,September,63.32
Service,School,Q1,January,71.38
Service,School,Q3,March,72.59
Service,School,Q1,February,74.95
Production,Administration,Q3,July,77.7
Production,Administration,Q1,August,79.54
Production,Administration,Q3,September,82.53
Production,Administration,Q1,January,86.89
Production,Administration,Q3,March,90.87
Production,Administration,Q1,February,92.7
