Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2016,Michigan,Flint,Humidity,Low,0.66
2016,Michigan,Flint,Temperature,Medium,1.78
2016,Michigan,Flint,Humidity,11-20,4.37
2016,Michigan,Flint,Temperature,31-40,7.84
2017,Georgia,Detroit,Humidity,Low,9.89
2017,Georgia,Detroit,Temperature,Medium,10.21
2017,Georgia,Detroit,Humidity,11-20,9.77
2017,Georgia,Detroit,Temperature,31-40,11.31
2016,Michigan,Port Huron,Humidity,Low,9.64
2016,Michigan,Port Huron,Temperature,Medium,14.34
2016,Michigan,Port Huron,Humidity,11-20,15.26
2016,Michigan,Port Huron,Temperature,31-40,11.83
2017,Georgia,Albany,Humidity,Low,17.69
2017,Georgia,Albany,Temperature,Medium,18.86
2017,Georgia,Albany,Humidity,11-20,17.77
2017,Georgia,Albany,Temperature,31-40,20.92
2016,Michigan,Columbus,Humidity,Low,21.32
2016,Michigan,Columbus,Temperature,Medium,22.81
2016,Michigan,Columbus,Humidity,11-20,22.51
2016,Michigan,Columbus,Temperature,31-40,24.33
2017,Georgia,Washington,Humidity,Low,21.82
2017,Georgia,Washington,Temperature,Medium,19.56
2017,Georgia,Washington,Humidity,11-20,25.99
2017,Georgia,Washington,Temperature,31-40,22.31
