Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2019,Dairy,Cheese,135.48
Import,2019,Beverage,Butter,527.72
Import,2019,Cereals,Yoghurt,22.48
Import,2019,Dairy,Coffee,24.83
Import,2019,Beverage,Juice,541.32
Import,2019,Cereals,Tea,289.57
Import,2019,Dairy,Soybeans,167.34
Import,2019,Beverage,Corn,941.44
Import,2019,Cereals,Oats,567.62
Import,2016,Dairy,Cheese,316.2
Import,2016,Beverage,Butter,705.84
Import,2016,Cereals,Yoghurt,328.4
Import,2016,Dairy,Coffee,74.53
Import,2016,Beverage,Juice,459.23
Import,2016,Cereals,Tea,458.51
Import,2016,Dairy,Soybeans,851.93
Import,2016,Beverage,Corn,980.41
Import,2016,Cereals,Oats,853.95
Import,2019,Dairy,Cheese,343.75
Import,2019,Beverage,Butter,728.5
Import,2019,Cereals,Yoghurt,216.53
Import,2019,Dairy,Coffee,472.54
Import,2019,Beverage,Juice,739.29
Import,2019,Cereals,Tea,488.62
Import,2019,Dairy,Soybeans,107.89
Import,2019,Beverage,Corn,754.33
Import,2019,Cereals,Oats,764.93
