Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2016,Dairy,Butter,642.98
Export,2016,Cereals,Cream,519.61
Export,2016,Beverage,Corn,267.16
Export,2016,Dairy,Oats,13.38
Export,2016,Cereals,Coffee,14.88
Export,2016,Beverage,Soda,915.17
Export,2016,Dairy,Tea,275.92
Export,2016,Cereals,Butter,924.76
Export,2016,Beverage,Cream,33.41
Export,2022,Dairy,Butter,168.91
Export,2022,Cereals,Cream,178.75
Export,2022,Beverage,Corn,61.98
Export,2022,Dairy,Oats,833.49
Export,2022,Cereals,Coffee,328.55
Export,2022,Beverage,Soda,74.19
Export,2022,Dairy,Tea,591.68
Export,2022,Cereals,Butter,465.99
Export,2022,Beverage,Cream,722.22
Export,2016,Dairy,Butter,985.98
Export,2016,Cereals,Cream,860.05
Export,2016,Beverage,Corn,223.45
Export,2016,Dairy,Oats,357.17
Export,2016,Cereals,Coffee,360.41
Export,2016,Beverage,Soda,110.78
Export,2016,Dairy,Tea,755.65
Export,2016,Cereals,Butter,501.19
Export,2016,Beverage,Cream,375.76
