State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Illinois,Chicago,Soil,Inferior Irrigation,5.98
Illinois,Chicago,Air,Industrial,5.42
Illinois,Chicago,Water,Solid Waste,7.09
Illinois,Chicago,Soil,Inorganic Fertilizers,11.45
Illinois,Chicago,Air,Noise,12.96
Illinois,Chicago,Water,Thermal,13.44
Illinois,Chicago,Soil,Light,17.15
Illinois,Chicago,Air,Chemical,26.85
Illinois,Chicago,Water,Oxygen-depletion,27.37
Illinois,Chicago,Soil,Surface water,-98.41
Illinois,Chicago,Air,Groundwater,32.84
Illinois,Chicago,Water,Inferior Irrigation,33.69
Maryland,Champaign,Soil,Inferior Irrigation,-93.06
Maryland,Champaign,Air,Industrial,35.19
Maryland,Champaign,Water,Solid Waste,-90.55
Maryland,Champaign,Soil,Inorganic Fertilizers,38.73
Maryland,Champaign,Air,Noise,-87.38
Maryland,Champaign,Water,Thermal,-85.63
Maryland,Champaign,Soil,Light,44.78
Maryland,Champaign,Air,Chemical,-84.39
Maryland,Champaign,Water,Oxygen-depletion,-77.52
Maryland,Champaign,Soil,Surface water,-76.58
Maryland,Champaign,Air,Groundwater,-75.52
Maryland,Champaign,Water,Inferior Irrigation,54.71
Illinois,Columbia,Soil,Inferior Irrigation,57.17
Illinois,Columbia,Air,Industrial,61.12
Illinois,Columbia,Water,Solid Waste,-66.71
Illinois,Columbia,Soil,Inorganic Fertilizers,61.83
Illinois,Columbia,Air,Noise,64.63
Illinois,Columbia,Water,Thermal,66.53
Illinois,Columbia,Soil,Light,-61.83
Illinois,Columbia,Air,Chemical,-60.63
Illinois,Columbia,Water,Oxygen-depletion,68.24
Illinois,Columbia,Soil,Surface water,69.51
Illinois,Columbia,Air,Groundwater,-61.42
Illinois,Columbia,Water,Inferior Irrigation,-53.15
Maryland,Aberdeen,Soil,Inferior Irrigation,-51.44
Maryland,Aberdeen,Air,Industrial,-50.53
Maryland,Aberdeen,Water,Solid Waste,-47.75
Maryland,Aberdeen,Soil,Inorganic Fertilizers,81.08
Maryland,Aberdeen,Air,Noise,83.61
Maryland,Aberdeen,Water,Thermal,-45.52
Maryland,Aberdeen,Soil,Light,-47.08
Maryland,Aberdeen,Air,Chemical,-9.15
Maryland,Aberdeen,Water,Oxygen-depletion,-36.28
Maryland,Aberdeen,Soil,Surface water,93.08
Maryland,Aberdeen,Air,Groundwater,93.02
Maryland,Aberdeen,Water,Inferior Irrigation,-33.57
Illinois,Baltimore,Soil,Inferior Irrigation,-27.86
Illinois,Baltimore,Air,Industrial,-26.96
Illinois,Baltimore,Water,Solid Waste,-24.69
Illinois,Baltimore,Soil,Inorganic Fertilizers,-23.08
Illinois,Baltimore,Air,Noise,-18.89
Illinois,Baltimore,Water,Thermal,-17.9
Illinois,Baltimore,Soil,Light,-18.17
Illinois,Baltimore,Air,Chemical,-15.5
Illinois,Baltimore,Water,Oxygen-depletion,-14.28
Illinois,Baltimore,Soil,Surface water,-9.87
Illinois,Baltimore,Air,Groundwater,-8.9
Illinois,Baltimore,Water,Inferior Irrigation,-2.12
