Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q1,February,2.35
Culture,Concert,Q3,January,2.82
Culture,Concert,Q4,September,6.2
Culture,Concert,Q1,August,7.09
Culture,Concert,Q3,December,11.44
Culture,Concert,Q4,October,12.35
Culture,Concert,Q1,November,12.62
Culture,Concert,Q3,February,20.36
Culture,Concert,Q4,January,21.66
Service,Theatre,Q1,February,21.02
Service,Theatre,Q3,January,22.22
Service,Theatre,Q4,September,22.13
Service,Theatre,Q1,August,25.35
Service,Theatre,Q3,December,26.85
Service,Theatre,Q4,October,26.29
Service,Theatre,Q1,November,29.07
Service,Theatre,Q3,February,29.69
Service,Theatre,Q4,January,31.66
Residential,Museum,Q1,February,33.72
Residential,Museum,Q3,January,35.96
Residential,Museum,Q4,September,39.72
Residential,Museum,Q1,August,41.81
Residential,Museum,Q3,December,43.97
Residential,Museum,Q4,October,44.28
Residential,Museum,Q1,November,43.49
Residential,Museum,Q3,February,43.64
Residential,Museum,Q4,January,47.26
Culture,Administration,Q1,February,46.47
Culture,Administration,Q3,January,49.88
Culture,Administration,Q4,September,52.16
Culture,Administration,Q1,August,54.29
Culture,Administration,Q3,December,55.98
Culture,Administration,Q4,October,57.3
Culture,Administration,Q1,November,57.19
Culture,Administration,Q3,February,58.45
Culture,Administration,Q4,January,59.27
Service,Library,Q1,February,60.49
Service,Library,Q3,January,62.5
Service,Library,Q4,September,62.54
Service,Library,Q1,August,64.93
Service,Library,Q3,December,65.7
Service,Library,Q4,October,65.04
Service,Library,Q1,November,66.0
Service,Library,Q3,February,67.86
Service,Library,Q4,January,65.72
Residential,Hospital,Q1,February,64.25
Residential,Hospital,Q3,January,70.24
Residential,Hospital,Q4,September,71.37
Residential,Hospital,Q1,August,71.57
Residential,Hospital,Q3,December,73.44
Residential,Hospital,Q4,October,75.89
Residential,Hospital,Q1,November,74.04
Residential,Hospital,Q3,February,74.85
Residential,Hospital,Q4,January,76.41
Culture,House,Q1,February,73.31
Culture,House,Q3,January,76.11
Culture,House,Q4,September,77.57
Culture,House,Q1,August,80.31
Culture,House,Q3,December,75.47
Culture,House,Q4,October,78.85
Culture,House,Q1,November,79.86
Culture,House,Q3,February,77.89
Culture,House,Q4,January,83.21
Service,Apartment,Q1,February,86.33
Service,Apartment,Q3,January,88.7
Service,Apartment,Q4,September,88.84
Service,Apartment,Q1,August,91.33
Service,Apartment,Q3,December,92.26
Service,Apartment,Q4,October,93.68
Service,Apartment,Q1,November,94.1
Service,Apartment,Q3,February,94.38
Service,Apartment,Q4,January,97.93
Residential,Hotel,Q1,February,98.96
Residential,Hotel,Q3,January,98.82
Residential,Hotel,Q4,September,98.34
Residential,Hotel,Q1,August,97.0
Residential,Hotel,Q3,December,66.03
Residential,Hotel,Q4,October,69.05
Residential,Hotel,Q1,November,72.6
Residential,Hotel,Q3,February,73.92
Residential,Hotel,Q4,January,75.77
