Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2017,Beverage,Coffee,256.72
Import,2017,Cereals,Soda,650.6
Import,2017,Meat,Corn,396.63
Import,2017,Beverage,Wheat,402.98
Import,2017,Cereals,Camel,918.18
Import,2017,Meat,Duck,22.95
Import,2017,Beverage,Pork,26.24
Import,2017,Cereals,Coffee,667.15
Import,2017,Meat,Soda,168.15
Import,2022,Beverage,Coffee,691.42
Import,2022,Cereals,Soda,949.52
Import,2022,Meat,Corn,567.38
Import,2022,Beverage,Wheat,696.83
Import,2022,Cereals,Camel,568.87
Import,2022,Meat,Duck,695.1
Import,2022,Beverage,Pork,315.64
Import,2022,Cereals,Coffee,976.8
Import,2022,Meat,Soda,599.46
Import,2017,Beverage,Coffee,601.21
Import,2017,Cereals,Soda,858.34
Import,2017,Meat,Corn,861.39
Import,2017,Beverage,Wheat,608.87
Import,2017,Cereals,Camel,363.96
Import,2017,Meat,Duck,495.48
Import,2017,Beverage,Pork,240.26
Import,2017,Cereals,Coffee,632.31
Import,2017,Meat,Soda,508.29
