Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q4,December,Michigan,Detroit,1.57
Residential,Hotel,Q1,October,Michigan,Flint,5.59
Residential,Hotel,Q4,February,Michigan,Detroit,5.13
Residential,Hotel,Q1,January,Michigan,Flint,7.89
Service,House,Q4,December,Michigan,Detroit,10.04
Service,House,Q1,October,Michigan,Flint,14.44
Service,House,Q4,February,Michigan,Detroit,15.58
Service,House,Q1,January,Michigan,Flint,15.83
Culture,Apartment,Q4,December,Michigan,Detroit,14.94
Culture,Apartment,Q1,October,Michigan,Flint,18.59
Culture,Apartment,Q4,February,Michigan,Detroit,24.01
Culture,Apartment,Q1,January,Michigan,Flint,25.03
Residential,Hospital,Q4,December,Michigan,Detroit,32.35
Residential,Hospital,Q1,October,Michigan,Flint,40.36
Residential,Hospital,Q4,February,Michigan,Detroit,41.54
Residential,Hospital,Q1,January,Michigan,Flint,41.53
Service,School,Q4,December,Michigan,Detroit,45.62
Service,School,Q1,October,Michigan,Flint,49.33
Service,School,Q4,February,Michigan,Detroit,58.86
Service,School,Q1,January,Michigan,Flint,64.96
Culture,Concert,Q4,December,Michigan,Detroit,67.06
Culture,Concert,Q1,October,Michigan,Flint,68.91
Culture,Concert,Q4,February,Michigan,Detroit,71.52
Culture,Concert,Q1,January,Michigan,Flint,72.09
Residential,Theatre,Q4,December,Michigan,Detroit,75.71
Residential,Theatre,Q1,October,Michigan,Flint,83.14
Residential,Theatre,Q4,February,Michigan,Detroit,84.24
Residential,Theatre,Q1,January,Michigan,Flint,90.26
Service,Museum,Q4,December,Michigan,Detroit,94.22
Service,Museum,Q1,October,Michigan,Flint,95.73
Service,Museum,Q4,February,Michigan,Detroit,97.24
Service,Museum,Q1,January,Michigan,Flint,98.39
