Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q1,March,Maryland,Aberdeen,3.41
Service,School,Q2,February,Michigan,Port Huron,4.13
Service,School,Q3,June,Maryland,Aberdeen,5.37
Service,School,Q1,May,Michigan,Port Huron,3.96
Service,School,Q2,July,Maryland,Aberdeen,9.76
Service,School,Q3,August,Michigan,Port Huron,10.13
Production,Administration,Q1,March,Maryland,Aberdeen,11.04
Production,Administration,Q2,February,Michigan,Port Huron,13.93
Production,Administration,Q3,June,Maryland,Aberdeen,16.66
Production,Administration,Q1,May,Michigan,Port Huron,17.88
Production,Administration,Q2,July,Maryland,Aberdeen,18.7
Production,Administration,Q3,August,Michigan,Port Huron,26.58
Residential,Hospital,Q1,March,Maryland,Aberdeen,27.26
Residential,Hospital,Q2,February,Michigan,Port Huron,28.08
Residential,Hospital,Q3,June,Maryland,Aberdeen,29.38
Residential,Hospital,Q1,May,Michigan,Port Huron,31.85
Residential,Hospital,Q2,July,Maryland,Aberdeen,31.88
Residential,Hospital,Q3,August,Michigan,Port Huron,33.14
Service,Workshop,Q1,March,Maryland,Aberdeen,37.77
Service,Workshop,Q2,February,Michigan,Port Huron,37.05
Service,Workshop,Q3,June,Maryland,Aberdeen,39.11
Service,Workshop,Q1,May,Michigan,Port Huron,44.0
Service,Workshop,Q2,July,Maryland,Aberdeen,49.41
Service,Workshop,Q3,August,Michigan,Port Huron,52.66
Production,Factory,Q1,March,Maryland,Aberdeen,62.98
Production,Factory,Q2,February,Michigan,Port Huron,62.71
Production,Factory,Q3,June,Maryland,Aberdeen,64.34
Production,Factory,Q1,May,Michigan,Port Huron,65.03
Production,Factory,Q2,July,Maryland,Aberdeen,64.76
Production,Factory,Q3,August,Michigan,Port Huron,69.24
Residential,Hotel,Q1,March,Maryland,Aberdeen,74.35
Residential,Hotel,Q2,February,Michigan,Port Huron,75.67
Residential,Hotel,Q3,June,Maryland,Aberdeen,75.46
Residential,Hotel,Q1,May,Michigan,Port Huron,77.74
Residential,Hotel,Q2,July,Maryland,Aberdeen,77.15
Residential,Hotel,Q3,August,Michigan,Port Huron,80.72
Service,Apartment,Q1,March,Maryland,Aberdeen,82.54
Service,Apartment,Q2,February,Michigan,Port Huron,83.0
Service,Apartment,Q3,June,Maryland,Aberdeen,91.88
Service,Apartment,Q1,May,Michigan,Port Huron,93.24
Service,Apartment,Q2,July,Maryland,Aberdeen,94.06
Service,Apartment,Q3,August,Michigan,Port Huron,98.35
