Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2017,Dairy,Cream,770.28
Export,2017,Beverage,Milk,647.01
Export,2017,Meat,Butter,791.17
Export,2017,Dairy,Coffee,283.5
Export,2017,Beverage,Juice,668.46
Export,2017,Meat,Soda,422.15
Export,2017,Dairy,Duck,550.28
Export,2017,Beverage,Chicken,427.22
Export,2017,Meat,Cream,429.24
Export,2019,Dairy,Cream,565.67
Export,2019,Beverage,Milk,55.2
Export,2019,Meat,Butter,441.96
Export,2019,Dairy,Coffee,442.71
Export,2019,Beverage,Juice,570.43
Export,2019,Meat,Soda,61.7
Export,2019,Dairy,Duck,705.26
Export,2019,Beverage,Chicken,449.11
Export,2019,Meat,Cream,453.69
Export,2015,Dairy,Cream,967.93
Export,2015,Beverage,Milk,844.8
Export,2015,Meat,Butter,723.92
Export,2015,Dairy,Coffee,342.05
Export,2015,Beverage,Juice,986.73
Export,2015,Meat,Soda,220.6
Export,2015,Dairy,Duck,989.72
Export,2015,Beverage,Chicken,350.63
Export,2015,Meat,Cream,607.76
Export,2017,Dairy,Cream,96.78
Export,2017,Beverage,Milk,353.96
Export,2017,Meat,Butter,95.07
Export,2017,Dairy,Coffee,232.91
Export,2017,Beverage,Juice,363.62
Export,2017,Meat,Soda,372.24
Export,2017,Dairy,Duck,630.12
Export,2017,Beverage,Chicken,761.85
Export,2017,Meat,Cream,509.91
