Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Library,Q3,July,2.49
Service,Library,Q1,September,6.31
Service,Library,Q3,February,18.7
Service,Library,Q1,January,19.92
Residential,School,Q3,July,26.56
Residential,School,Q1,September,30.29
Residential,School,Q3,February,36.64
Residential,School,Q1,January,39.22
Service,House,Q3,July,46.85
Service,House,Q1,September,64.05
Service,House,Q3,February,64.83
Service,House,Q1,January,64.51
Residential,Hotel,Q3,July,69.42
Residential,Hotel,Q1,September,70.11
Residential,Hotel,Q3,February,73.79
Residential,Hotel,Q1,January,84.32
Service,Apartment,Q3,July,91.72
Service,Apartment,Q1,September,93.06
Service,Apartment,Q3,February,93.64
Service,Apartment,Q1,January,98.88
