Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2017,Meat,Chicken,385.71
Export,2017,Dairy,Duck,510.5
Export,2017,Meat,Pork,903.9
Export,2017,Dairy,Yoghurt,144.68
Export,2017,Meat,Butter,532.81
Export,2017,Dairy,Cream,414.22
Export,2016,Meat,Chicken,801.93
Export,2016,Dairy,Duck,290.16
Export,2016,Meat,Pork,299.84
Export,2016,Dairy,Yoghurt,814.61
Export,2016,Meat,Butter,321.86
Export,2016,Dairy,Cream,965.18
Export,2020,Meat,Chicken,70.3
Export,2020,Dairy,Duck,458.32
Export,2020,Meat,Pork,76.98
Export,2020,Dairy,Yoghurt,853.55
Export,2020,Meat,Butter,346.36
Export,2020,Dairy,Cream,858.84
Export,2017,Meat,Chicken,352.35
Export,2017,Dairy,Duck,868.58
Export,2017,Meat,Pork,229.04
Export,2017,Dairy,Yoghurt,874.06
Export,2017,Meat,Butter,634.72
Export,2017,Dairy,Cream,382.25
