Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Museum,Q1,March,California,San Francisco,4.27
Culture,Museum,Q3,January,Maryland,Berkeley,6.4
Culture,Museum,Q1,February,California,Baltimore,6.45
Culture,Museum,Q3,July,Maryland,Columbia,9.77
Culture,Museum,Q1,August,California,San Francisco,12.3
Culture,Museum,Q3,March,Maryland,Berkeley,14.86
Service,Theatre,Q1,March,California,San Francisco,21.79
Service,Theatre,Q3,January,Maryland,Berkeley,27.59
Service,Theatre,Q1,February,California,Baltimore,29.04
Service,Theatre,Q3,July,Maryland,Columbia,34.01
Service,Theatre,Q1,August,California,San Francisco,37.56
Service,Theatre,Q3,March,Maryland,Berkeley,38.09
Culture,Concert,Q1,March,California,San Francisco,39.38
Culture,Concert,Q3,January,Maryland,Berkeley,40.5
Culture,Concert,Q1,February,California,Baltimore,42.28
Culture,Concert,Q3,July,Maryland,Columbia,42.03
Culture,Concert,Q1,August,California,San Francisco,45.79
Culture,Concert,Q3,March,Maryland,Berkeley,48.94
Service,Hospital,Q1,March,California,San Francisco,52.77
Service,Hospital,Q3,January,Maryland,Berkeley,53.19
Service,Hospital,Q1,February,California,Baltimore,64.11
Service,Hospital,Q3,July,Maryland,Columbia,66.57
Service,Hospital,Q1,August,California,San Francisco,67.09
Service,Hospital,Q3,March,Maryland,Berkeley,78.41
Culture,Library,Q1,March,California,San Francisco,85.18
Culture,Library,Q3,January,Maryland,Berkeley,88.58
Culture,Library,Q1,February,California,Baltimore,90.88
Culture,Library,Q3,July,Maryland,Columbia,90.58
Culture,Library,Q1,August,California,San Francisco,95.2
Culture,Library,Q3,March,Maryland,Berkeley,97.16
