Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2017,Cereals,Corn,65.55
Import,2017,Dairy,Soybeans,514.84
Import,2017,Cereals,Oats,900.68
Import,2017,Dairy,Yoghurt,902.6
Import,2017,Cereals,Cream,426.76
Import,2017,Dairy,Corn,332.46
Import,2021,Cereals,Corn,537.26
Import,2021,Dairy,Soybeans,15.01
Import,2021,Cereals,Oats,399.27
Import,2021,Dairy,Yoghurt,815.0
Import,2021,Cereals,Cream,80.6
Import,2021,Dairy,Corn,494.45
Import,2017,Cereals,Corn,340.47
Import,2017,Dairy,Soybeans,82.82
Import,2017,Cereals,Oats,592.52
Import,2017,Dairy,Yoghurt,590.31
Import,2017,Cereals,Cream,953.79
Import,2017,Dairy,Corn,155.98
