Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2020,Q1,Dairy,Cheese,641.21
Import,2020,Q1,Meat,Milk,517.69
Import,2020,Q1,Dairy,Yoghurt,261.4
Import,2020,Q1,Meat,Duck,399.51
Import,2020,Q1,Dairy,Chicken,531.67
Import,2020,Q1,Meat,Pork,161.52
Import,2017,Q1,Dairy,Cheese,169.99
Import,2017,Q1,Meat,Milk,960.22
Import,2017,Q1,Dairy,Yoghurt,578.53
Import,2017,Q1,Meat,Duck,202.0
Import,2017,Q1,Dairy,Chicken,853.1
Import,2017,Q1,Meat,Pork,343.46
Import,2020,Q1,Dairy,Cheese,473.33
Import,2020,Q1,Meat,Milk,347.34
Import,2020,Q1,Dairy,Yoghurt,96.88
Import,2020,Q1,Meat,Duck,996.09
Import,2020,Q1,Dairy,Chicken,101.29
Import,2020,Q1,Meat,Pork,613.14
Import,2017,Q1,Dairy,Cheese,356.74
Import,2017,Q1,Meat,Milk,743.29
Import,2017,Q1,Dairy,Yoghurt,871.71
Import,2017,Q1,Meat,Duck,619.53
Import,2017,Q1,Dairy,Chicken,243.46
Import,2017,Q1,Meat,Pork,888.65
