Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q1,February,Florida,Fort Lauderdale,5.72
Residential,Hotel,Q2,January,Florida,Tampa,7.13
Residential,Hotel,Q1,March,Florida,Fort Lauderdale,7.23
Residential,Hotel,Q2,May,Florida,Tampa,12.8
Residential,Hotel,Q1,June,Florida,Fort Lauderdale,18.21
Residential,Hotel,Q2,February,Florida,Tampa,19.05
Culture,Apartment,Q1,February,Florida,Fort Lauderdale,20.37
Culture,Apartment,Q2,January,Florida,Tampa,23.87
Culture,Apartment,Q1,March,Florida,Fort Lauderdale,23.59
Culture,Apartment,Q2,May,Florida,Tampa,33.02
Culture,Apartment,Q1,June,Florida,Fort Lauderdale,37.24
Culture,Apartment,Q2,February,Florida,Tampa,39.68
Residential,House,Q1,February,Florida,Fort Lauderdale,39.14
Residential,House,Q2,January,Florida,Tampa,41.06
Residential,House,Q1,March,Florida,Fort Lauderdale,42.63
Residential,House,Q2,May,Florida,Tampa,47.39
Residential,House,Q1,June,Florida,Fort Lauderdale,51.63
Residential,House,Q2,February,Florida,Tampa,52.07
Culture,Museum,Q1,February,Florida,Fort Lauderdale,62.73
Culture,Museum,Q2,January,Florida,Tampa,65.28
Culture,Museum,Q1,March,Florida,Fort Lauderdale,68.94
Culture,Museum,Q2,May,Florida,Tampa,70.98
Culture,Museum,Q1,June,Florida,Fort Lauderdale,77.1
Culture,Museum,Q2,February,Florida,Tampa,78.7
Residential,Concert,Q1,February,Florida,Fort Lauderdale,79.38
Residential,Concert,Q2,January,Florida,Tampa,82.3
Residential,Concert,Q1,March,Florida,Fort Lauderdale,83.67
Residential,Concert,Q2,May,Florida,Tampa,84.23
Residential,Concert,Q1,June,Florida,Fort Lauderdale,86.72
Residential,Concert,Q2,February,Florida,Tampa,89.93
Culture,Theatre,Q1,February,Florida,Fort Lauderdale,90.83
Culture,Theatre,Q2,January,Florida,Tampa,90.44
Culture,Theatre,Q1,March,Florida,Fort Lauderdale,92.4
Culture,Theatre,Q2,May,Florida,Tampa,94.96
Culture,Theatre,Q1,June,Florida,Fort Lauderdale,95.52
Culture,Theatre,Q2,February,Florida,Tampa,97.48
