Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q3,August,0.81
Production,Workshop,Q1,September,1.36
Production,Workshop,Q4,July,4.99
Production,Workshop,Q3,March,8.91
Production,Workshop,Q1,January,13.09
Production,Workshop,Q4,February,13.69
Production,Workshop,Q3,December,14.5
Production,Workshop,Q1,November,18.44
Production,Workshop,Q4,October,34.48
Service,Factory,Q3,August,35.26
Service,Factory,Q1,September,36.4
Service,Factory,Q4,July,38.74
Service,Factory,Q3,March,38.25
Service,Factory,Q1,January,40.24
Service,Factory,Q4,February,44.1
Service,Factory,Q3,December,47.01
Service,Factory,Q1,November,49.92
Service,Factory,Q4,October,50.5
Production,Administration,Q3,August,51.14
Production,Administration,Q1,September,51.38
Production,Administration,Q4,July,54.29
Production,Administration,Q3,March,57.01
Production,Administration,Q1,January,57.84
Production,Administration,Q4,February,60.36
Production,Administration,Q3,December,61.84
Production,Administration,Q1,November,62.82
Production,Administration,Q4,October,66.12
Service,Hospital,Q3,August,68.49
Service,Hospital,Q1,September,73.09
Service,Hospital,Q4,July,77.09
Service,Hospital,Q3,March,77.66
Service,Hospital,Q1,January,77.58
Service,Hospital,Q4,February,80.77
Service,Hospital,Q3,December,78.8
Service,Hospital,Q1,November,82.49
Service,Hospital,Q4,October,87.98
Production,Library,Q3,August,87.33
Production,Library,Q1,September,90.42
Production,Library,Q4,July,92.57
Production,Library,Q3,March,92.93
Production,Library,Q1,January,94.89
Production,Library,Q4,February,98.51
Production,Library,Q3,December,98.11
Production,Library,Q1,November,99.99
Production,Library,Q4,October,99.57
